RefID,Database,Reference,LatDec,LongDec,Site ,SiteID,Country,ID,Ecosystem,SiteDescrip,Class,ShoulderSeason,Seas,Year.P,Years,SampleDays,Month.Numbers,SampMonths,Meth,Coll,Occ,GrowSL,CH4An,log.CH4,CH4.Pos,CH4Av,CH4Md,CH4Mx,NEPPer,ERPer,GEPPer,MAAT,MAP,TPer,AveGridTemp,TSoilA,TsoilB,TSoilDepth,WTAv,WTFit,WTMax,WTMin,WTFluc,SoilMoist,SoilMostD,Org,AL,Thaw,PfReg,PfConA,PfTh,pH,Sedge,Sphag,Moss,Trees,Shrubs,Annual.Temp,TotalID,CD_Pcp_An,BIOME
1,Olefeldt,"Adamsen and King, 1993, Applied and Environmental Microbiology",54.72,-66.7,"Schefferville, Quebec, Canada",Schefferville,Canada,-,Subarctic Tundra,Elevated Tundra,UpTundra,-,S,1993,1990,-,1,J,C,-,-,-,-,0.826074803,6.7,-3.3,-,-,-,-,-,-5.3,785,-,12.93,-,-,-,-,-25,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-4.6,ScheffervilleUpTundra,787.338,6
1,Olefeldt,"Adamsen and King, 1993, Applied and Environmental Microbiology",54.72,-66.7,"Schefferville, Quebec, Canada",Schefferville,Canada,-,Forest,Black Spruce (6m),Boreal,-,S,1993,1990,-,1,J,C,-,-,-,-,0.963787827,9.2,-0.8,-,-,-,-,-,-5.3,785,-,12.93,-,-,-,-,-25,-,-,-,-,-,-,-,-,S,-,-,-,A,A,A,D,D,-4.6,ScheffervilleBoreal,787.338,6
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Palsa,PermBog,-,S,2008,2005,-,2,JA,C,3,500,62,-,1.08278537,12.1,2.1,-,-,0.4,-,-,-0.5,310,-,6.14,-,-,-,-40,-25,-30,-50,20,-,-,100,-,-,D,P,N,-,P,P,A,A,D,-2.86,StordalenPermBog,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Palsa,PermBog,-,S,2008,2003,-,2,JA,C,3,500,62,-,1.094121596,12.42,2.42,-,-,0.4,-,-,-0.5,310,-,6.14,-,-,-,-40,-25,-30,-50,20,-,-,100,-,-,D,P,N,-,P,P,A,A,D,-2.86,StordalenPermBog,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Palsa,PermBog,-,S,2008,2006,-,2,JA,C,3,500,62,-,1.115943177,13.06,3.06,-,-,0.4,-,-,-0.5,310,-,6.14,-,-,-,-40,-25,-30,-50,20,-,-,100,-,-,D,P,N,-,P,P,A,A,D,-2.86,StordalenPermBog,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Palsa,PermBog,-,S,2008,2004,-,2,JA,C,3,500,62,-,1.131939295,13.55,3.55,-,-,0.4,-,-,-0.5,310,-,6.14,-,-,-,-40,-25,-30,-50,20,-,-,100,-,-,D,P,N,-,P,P,A,A,D,-2.86,StordalenPermBog,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Sphagnum site,Bog,-,S,2008,2003,-,2,JA,C,3,500,62,-,1.495405563,31.29,21.29,-,-,0.5,-,-,-0.5,310,-,6.14,-,-,-,-20,-20,-14,-24,10,-,-,100,90,50,D,P,N,-,D,D,A,A,A,-2.86,StordalenBog,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Sphagnum site,Bog,-,S,2008,2006,-,2,JA,C,3,500,62,-,1.60906055,40.65,30.65,-,-,0.5,-,-,-0.5,310,-,6.14,-,-,-,-12,-12,-5,-24,19,-,-,100,90,50,D,P,N,-,D,D,A,A,A,-2.86,StordalenBog,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Sphagnum site,Bog,-,S,2008,2004,-,2,JA,C,3,500,62,-,1.622628426,41.94,31.94,-,-,0.5,-,-,-0.5,310,-,6.14,-,-,-,-12,-12,0,-20,20,-,-,100,90,50,D,P,N,-,D,D,A,A,A,-2.86,StordalenBog,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Sphagnum site,Bog,-,S,2008,2005,-,2,JA,C,3,500,62,-,1.634074025,43.06,33.06,-,-,0.5,-,-,-0.5,310,-,6.14,-,-,-,-10,-10,-5,-22,17,-,-,100,90,50,D,P,N,-,D,D,A,A,A,-2.86,StordalenBog,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Eriophorum site,Fen,-,S,2008,2004,-,2,JA,C,2,500,62,-,2.140589133,138.2258065,128.2258065,-,-,1.1,-,-,-0.5,310,-,6.14,-,-,-,0,0,-5,1,6,-,-,100,60,40,D,A,Y,-,D,A,A,A,A,-2.86,StordalenFen,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Eriophorum site,Fen,-,S,2008,2003,-,2,JA,C,2,500,62,-,2.142611462,138.8709677,128.8709677,-,-,1.1,-,-,-0.5,310,-,6.14,-,-,-,-2,-2,3,-8,11,-,-,100,60,40,D,A,Y,-,D,A,A,A,A,-2.86,StordalenFen,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Eriophorum site,Fen,-,S,2008,2005,-,2,JA,C,2,500,62,-,2.188066203,154.1935484,144.1935484,-,-,1.1,-,-,-0.5,310,-,6.14,-,-,-,0,0,5,-2,7,-,-,100,60,40,D,A,Y,-,D,A,A,A,A,-2.86,StordalenFen,693.159,11
2,Olefeldt,"Backstrand et al., 2008, JGR & Backstrand et al., 2010, Biogeosciences",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,-,Palsa complex,Eriophorum site,Fen,-,S,2008,2006,-,2,JA,C,2,500,62,-,2.194380045,156.4516129,146.4516129,-,-,1.1,-,-,-0.5,310,-,6.14,-,-,-,0,0,1,-1,2,-,-,100,60,40,D,A,Y,-,D,A,A,A,A,-2.86,StordalenFen,693.159,11
3,Olefeldt,"Bartlett et al., 1992, JGR",60.75,-161.75,"Yukon Delta, Alaska, US",Yukon,USA,-,Upland Tundra,"Sphagnum, Eriophorum Vaginatum, Carex, Lichens",UpTundra,-,S,1992,1988,42,2,JA,C,9,10,-,-,1.089905111,12.3,2.3,-,8.1,-,-,-,-1.2,406,-,10.145,7,2.5,15,-5,-5,-5,-10,5,-,-,30,50,38,C,P,N,-,P,D,A,A,P,-0.3,YukonUpTundra,486.376,11
3,Olefeldt,"Bartlett et al., 1992, JGR",60.75,-161.75,"Yukon Delta, Alaska, US",Yukon,USA,-,Lake Edge emergent Vegetation,Carex Rostrata,PermWet,-,S,1992,1988,42,2,JA,C,4,8,-,-,1.995635195,99,89,-,296.4,-,-,-,-1.2,406,-,10.145,7,12,15,-5,-5,-5,-10,5,-,-,30,50,38,C,P,N,-,D,D,A,A,P,0.7,YukonPermWet,486.376,11
3,Olefeldt,"Bartlett et al., 1992, JGR",60.75,-161.75,"Yukon Delta, Alaska, US",Yukon,USA,-,Wet meadow tundra,"Carex Aquatilis, Eri. Augustifolium, - sedges and grasses",PermWet,-,S,1992,1988,42,2,JA,C,6,13,-,-,2.186391216,153.6,143.6,-,426.4,-,-,-,-1.2,406,-,10.145,7,7,15,-5,-5,-5,-10,5,-,-,30,50,38,C,P,N,-,D,D,A,A,P,1.7,YukonPermWet,486.376,11
4,Olefeldt,"Bellisario et al., 1999, Global Biogeochemical Cycles",55.67,-97.86666667,"Thompson, Manitoba, Canada",Thompson,Canada,CB,Collapse Bog,Open graminoid bog  ,Bog,-,S,1999,1994,42,3,JnJA,C,5,12,-,-,1.474216264,29.8,19.8,-,-,1.33,-,-,-3.9,585,15.4,13.36333333,-,-,-,-1,-1,-,-,-,-,-,-,-,-,S,A,Y,4,P,D,-,A,A,-2.35,ThompsonBog,532.881,6
4,Olefeldt,"Bellisario et al., 1999, Global Biogeochemical Cycles",55.67,-97.86666667,"Thompson, Manitoba, Canada",Thompson,Canada,RF,Rich fen,Open low shrub fen,Fen,-,S,1999,1994,42,3,JnJA,C,4,12,-,-,1.740362689,55,45,-,-,1.36,-,-,-3.9,585,15.4,13.36333333,-,-,-,-1,-1,-,-,-,-,-,-,-,-,S,A,Y,4,P,D,-,A,A,-2.35,ThompsonFen,532.881,6
4,Olefeldt,"Bellisario et al., 1999, Global Biogeochemical Cycles",55.67,-97.86666667,"Thompson, Manitoba, Canada",Thompson,Canada,PF1/2,Poor fen,Open graminoid fen,Fen,-,S,1999,1994,42,3,JnJA,C,9,12,-,-,1.875061263,75,65,-,-,2.22,-,-,-3.9,585,15.4,13.36333333,-,-,-,-1,-1,-,-,-,-,-,-,-,-,S,A,Y,4,P,D,-,A,A,-2.35,ThompsonFen,532.881,6
4,Olefeldt,"Bellisario et al., 1999, Global Biogeochemical Cycles",55.67,-97.86666667,"Thompson, Manitoba, Canada",Thompson,Canada,IF,Intermediate fen,Open graminoid fen,Fen,-,S,1999,1994,42,3,JnJA,C,5,12,-,-,2.372912003,236,226,-,-,2.42,-,-,-3.9,585,15.4,13.36333333,-,-,-,-1,-1,-,-,-,-,-,-,-,-,S,A,Y,4,P,D,-,A,A,-2.35,ThompsonFen,532.881,6
5,Kuhn,"Billings et al., 2000, Soil Biology & Biogeochemistry",64,-148,Interior Alaska,Interior,USA,Upland,Upland Forest,Boreal Forest,Boreal,Y,SF,2000,1997,123,3,JnJA,C,3,21,95,,0.982271233,9.6,-0.4,-,-0.5,-,-,-,-3.5,269,-,11.54333333,-,10,20,-,-25,-,-,-,-,-,7,-,-,D,A,-,-,A,A,-,D,A,-2.44,InteriorBoreal,299.363,11
5,Kuhn,"Billings et al., 2000, Soil Biology & Biogeochemistry",64,-148,Interior Alaska,Interior,USA,Upland,Upland Forest,Boreal Forest,Boreal,Y,SF,2000,1996,122,3,JnJA,C,3,21,95,-,0.991226076,9.8,-0.2,-,-0.6,-,-,-,-3.5,269,-,11.54333333,-,10,20,-,-25,-,-,-,-,-,7,-,-,D,A,-,-,A,A,-,D,A,-2.44,InteriorBoreal,299.363,11
5,Kuhn,"Billings et al., 2000, Soil Biology & Biogeochemistry",64,-148,Interior Alaska,Interior,USA,Floodplant,Floodplain Forest,Boreal Forest,Boreal,Y,SF,2000,1997,123,3,JnJA,C,3,21,95,,0.995635195,9.9,-0.1,-,-0.2,-,-,-,-3.5,269,-,11.54333333,-,10,20,-,-25,-,-,-,-,-,8,-,-,D,A,-,-,A,A,-,D,A,-2.44,InteriorBoreal,299.363,11
5,Kuhn,"Billings et al., 2000, Soil Biology & Biogeochemistry",64,-148,Interior Alaska,Interior,USA,Floodplant,Floodplain Forest,Boreal Forest,Boreal,Y,SF,2000,1996,122,3,JnJA,C,3,21,95,-,0.997823081,9.95,-0.05,-,-0.1,-,-,-,-3.5,269,-,11.54333333,-,10,20,-,-25,-,-,-,-,-,8,-,-,D,A,-,-,A,A,-,D,A,-2.44,InteriorBoreal,299.363,11
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,TF2,Fen,"Treed tall shrub fen, hummock",Fen,-,S,1995,1994,10,5,MJnJAS,C,5,11,-,-,1.195899652,15.7,5.7,-,20,-,-,-,-3.9,585,10.8,10.16,5.4,-,0,-9,-9,-,-,-,-,-,-,-,-,S,A,Y,10.7,A,P,-,D,D,-3.29,ThompsonFen,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,TF2,Fen,"Treed tall shrub fen, hollow",Fen,-,S,1995,1994,10,5,MJnJAS,C,5,16,-,-,1.419955748,26.3,16.3,-,93,-,-,-,-3.9,585,10.8,10.16,5.4,-,0,-8,-8,-,-,-,-,-,-,-,-,S,A,Y,10.7,A,P,-,D,D,-3.29,ThompsonFen,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,FC3,Fen collapse scar,"Trees low shrub poor fen, hummock",Bog,-,S,1995,1994,10,5,MJnJAS,C,5,15,-,-,1.463892989,29.1,19.1,-,136,-,-,-,-3.9,585,10.8,10.16,5.4,-,0,-20,-20,-,-,-,-,-,-,-,-,S,A,Y,4.7,A,P,-,D,D,-3.29,ThompsonBog,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,TF4,Fen,"Open low shrub fen, carpet",Fen,-,S,1995,1994,10,5,MJnJAS,C,9,16,-,-,1.814913181,65.3,55.3,-,138,-,-,-,-3.9,585,10.8,10.16,12.7,14.3,0,-9.5,-9.5,-,-,-,-,-,-,-,-,S,A,Y,7.7,A,P,-,D,D,-3.29,ThompsonFen,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,BC3,Bog collapse scar,"Open low shrub bog, hollow",Bog,-,S,1995,1994,10,5,MJnJAS,C,5,17,-,-,1.815577748,65.4,55.4,-,691,-,-,-,-3.9,585,10.8,10.16,5.4,12,0,-11,-11,-,-,-,-,-,-,-,-,S,A,Y,5.7,A,P,-,D,D,-3.29,ThompsonBog,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,ZF1,Fen,"Open low shrub fen, hollow",Fen,-,S,1995,1994,10,5,MJnJAS,C,3,17,-,-,1.848189117,70.5,60.5,-,182,-,-,-,-3.9,585,10.8,10.16,9.5,12.5,0,-7.7,-7.7,-,-,-,-,-,-,-,-,S,A,Y,8.7,A,P,-,D,D,-3.29,ThompsonFen,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,FC2,Fen collapse scar,"Open graninoid poor fen, carpet",Fen,-,S,1995,1994,10,5,MJnJAS,C,5,17,-,-,1.848804701,70.6,60.6,-,412,-,-,-,-3.9,585,10.8,10.16,11.4,11,0,-8,-8,-,-,-,-,-,-,-,-,S,A,Y,9.7,P,P,-,D,D,-3.29,ThompsonFen,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,ZF2,Fen,"Open low shrub fen, hollow",Fen,-,S,1995,1994,10,5,MJnJAS,C,5,16,-,-,1.938519725,86.8,76.8,-,225,-,-,-,-3.9,585,10.8,10.16,10.9,-,0,-14,-14,-,-,-,-,-,-,-,-,S,A,Y,10.7,P,P,-,D,D,-3.29,ThompsonFen,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,RBC,Bog collapse scar,"Open graminoid bog, carpet",Bog,-,S,1995,1994,10,5,MJnJAS,C,9,14,-,-,1.985875357,96.8,86.8,-,483,-,-,-,-3.9,585,10.8,10.16,13.5,13.5,0,-9,-9,-,-,-,-,-,-,-,-,S,A,Y,10.7,P,P,-,D,D,-3.29,ThompsonBog,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,FC4,Fen collapse scar,"Open graninoid fen, carpet",Fen,-,S,1995,1994,10,5,MJnJAS,C,5,18,-,-,2.009875634,102.3,92.3,-,269,-,-,-,-3.9,585,10.8,10.16,9.9,-,0,-12,-12,-,-,-,-,-,-,-,-,S,A,Y,10.7,P,P,-,D,D,-3.29,ThompsonFen,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,BC1,Bog collapse scar,"Open low shrub bog, carpet",Bog,-,S,1995,1994,10,5,MJnJAS,C,5,13,-,-,2.028977705,106.9,96.9,-,1231,-,-,-,-3.9,585,10.8,10.16,5.4,12,0,-6,-6,-,-,-,-,-,-,-,-,S,A,Y,6.7,A,P,-,D,D,-3.29,ThompsonBog,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,FC1,Fen collapse scar,"Open graninoid poor fen, carpet",Fen,-,S,1995,1994,10,5,MJnJAS,C,5,17,-,-,2.072984745,118.3,108.3,-,1021,-,-,-,-3.9,585,10.8,10.16,11.7,-,0,-11,-11,-,-,-,-,-,-,-,-,S,A,Y,10.7,P,P,-,D,D,-3.29,ThompsonFen,470.635,6
6,Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,ZF3,Fen,"Open graminoid fen,carpet",Fen,-,S,1995,1994,10,5,MJnJAS,C,7,16,-,-,2.342817315,220.2,210.2,-,1355,-,-,-,-3.9,585,10.8,10.16,15.9,16.4,0,-10,-10,-,-,-,-,-,-,-,-,S,A,Y,10.7,P,P,-,D,D,-3.29,ThompsonFen,470.635,6
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",67.05,40.06666667,"Kola Peninsula, Murmans Oblast, Russia",Kola,Russia,1,Mesic Tundra,Palsa bog,PermBog,-,S,1999,1994,-,2,JA,C,10,1,-,-,0.934498451,8.6,-1.4,-,-0.5,-,1.36,-,-,-,-,9.7,-,5.9,10,-40,-25,-,-,-,-,-,-,-,40,S,P,N,-,P,A,A,A,P,0.12,KolaPermBog,552.592,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",69.15,49.35,"Kolguyev Island, Archangelsk Oblast, Russia",Kolguyev,Russia,3,Mesic Tundra,Mesic upland plateau,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,0.954242509,9,-1,-,0,-,1.31,-,-,-,-,7.855,6.7,6.7,0-15cm,-9,-25,-,-,-,-,-,-,-,-,D,A,N,-,P,P,A,A,A,-3.31,KolguyevUpTundra,428.145,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",75.87,94.55,"Northwest Taymyr Peninsula, Krasnoyarsk Krai, Russia",Northwest,Russia,7,Mesic Tundra,Bog,PermBog,-,S,1999,1994,-,2,JA,C,10,1,-,-,0.991226076,9.8,-0.2,-,0.9,-,0.49,-,-,-,-,3.295,-,0.03,15,-4,-25,-,-,-,-,-,-,-,34,C,P,N,-,A,A,P,A,A,-14.62,NorthwestPermBog,252.652,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",77.03,102.5166667,"Chelyuskin Peninsula, Krasnoyarsk Krai, Russia",Chelyuskin,Russia,8,Mesic Tundra,Wet bog,PermBog,-,S,1999,1994,-,2,JA,C,10,1,-,-,0.995635195,9.9,-0.1,-,0.4,-,0.49,-,-,-,-,3.205,-,0.5,15,-8,-25,-,-,-,-,-,-,-,25,C,P,N,-,A,A,P,A,A,-15.81,ChelyuskinPermBog,210.429,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",69.35,163.5833333,"Northeast Kolyma Delta, Sakha Republic, Russia",Northeast,Russia,15,Mesic Tundra,Tussock tundra,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,0.995635195,9.9,-0.1,-,2.8,-,1.91,-,-,-,-,7.855,6.7,6.7,0-15cm,-8,-25,-,-,-,-,-,-,-,-,D,A,N,-,P,P,A,A,A,-2.31,NortheastUpTundra,174.5,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",73.28,116.9333333,"Olenekskiy Bay, Sakha Republic, Russia",Olenekskiy,Russia,10,Mesic Tundra,Wet low lying plateau,PermBog,-,S,1999,1994,-,2,JA,C,10,1,-,-,1,10,0,-,0,-,1.77,-,-,-,-,4.585,-,0.5,10,-15,-15,-,-,-,-,-,-,-,15,C,P,N,-,P,A,P,A,A,-15.16,OlenekskiyPermBog,197.265,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",77.03,102.5166667,"Chelyuskin Peninsula, Krasnoyarsk Krai, Russia",Chelyuskin,Russia,8,Wet tundra,Wet bog,PermBog,-,S,1999,1994,-,2,JA,C,10,1,-,-,1,10,0,-,0.3,-,0.22,-,-,-,-,3.205,-,1.6,15,-8,-8,-,-,-,-,-,-,-,25,C,P,N,-,A,A,P,A,A,-15.81,ChelyuskinPermBog,210.429,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",70.95,179.55,"Wrangel Island, Chukotka Okrug, Russia",Wrangel,Russia,16,Wet tundra,Wet shallow polygons,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,1,10,0,-,0,-,0.79,-,-,-,-,3.61,3.7,3.7,0-15cm,0,0,-,-,-,-,-,-,-,29,C,P,N,-,P,A,A,A,A,-11.92,WrangelUpTundra,193.353,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",75.07,140.1833333,"Kotelny Island, Sakha Republic, Russia",Kotelny,Russia,11,Mesic Tundra,Wet sedge meadow,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,1,10,0,-,0,-,0.68,-,-,-,-,3.555,-,-,0-15cm,-17,-17,-,-,-,-,-,-,-,25,C,P,N,-,P,A,A,A,A,-17.78,KotelnyUpTundra,120.587,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",72.72,70.71666667,"Northern Yamal Peninsula,Tyumen Oblast, Russia",Northern,Russia,6,Mesic Tundra,Polygonal bog,PermBog,-,S,1999,1994,-,2,JA,C,10,1,-,-,1.004321374,10.1,0.1,-,0.5,-,0.68,-,-,-,-,5.02,-,3.7,10,-11,-11,-,-,-,-,-,-,-,35,C,P,N,-,P,A,A,A,P,-8.64,NorthernPermBog,226.929,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",75.07,140.1833333,"Kotelny Island, Sakha Republic, Russia",Kotelny,Russia,11,Wet tundra,Wet sedge meadow,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,1.008600172,10.2,0.2,-,1,-,0.6,-,-,-,-,3.555,-,-,0-15cm,-16,-16,-,-,-,-,-,-,-,26,C,P,N,-,P,A,A,A,A,-17.78,KotelnyUpTundra,120.587,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",76.47,111.2166667,"Northeast Taymyr Peninsula, Krasnoyarsk Krai, Russia",Northeast,Russia,9,Wet tundra,Wet rim along meltwater stream,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,1.008600172,10.2,0.2,-,2.1,-,0.27,-,-,-,-,2.865,2,2,0-15cm,-2,-2,-,-,-,-,-,-,-,43,C,P,N,-,P,A,P,A,P,-16.95,Northeast-,177.959,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",75.5,143.25,"Faddeyevsky Island, Sakha Republic, Russia",Faddeyevsky,Russia,13,Mesic Tundra,Wet low centre of polygons,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,1.029383778,10.7,0.7,-,2.6,-,1.91,-,-,-,-,3.14,4.2,4.2,0-15cm,-30,-25,-,-,-,-,-,-,-,30,C,P,N,-,A,A,A,A,P,-17.54,FaddeyevskyUpTundra,119.118,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",72.18,148.4333333,"Lopatka Peninsula, Sakha Republic, Russia",Lopatka,Russia,14,Mesic Tundra,Wet bottom of a basin,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,1.037426498,10.9,0.9,-,9.4,-,1.5,-,-,-,-,4.375,4,4,0-15cm,-14,-14,-,-,-,-,-,-,-,14,C,P,N,-,P,P,P,A,P,-14.2,LopatkaUpTundra,166.5,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",76.47,111.2166667,"Northeast Taymyr Peninsula, Krasnoyarsk Krai, Russia",Northeast,Russia,9,Mesic Tundra,Wet rim along meltwater stream,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,1.053078443,11.3,1.3,-,7.3,-,0.68,-,-,-,-,2.865,2,2,0-15cm,-2,-2,-,-,-,-,-,-,-,43,C,P,N,-,P,A,P,A,P,-16.95,Northeast-,177.959,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",69.95,67.58333333,"Western Yamal Peninsula, Tyumen Oblast, Russia",WesternYamal,Russia,5,Mesic Tundra,Typical palsa bog,PermBog,-,S,1999,1994,-,2,JA,C,10,1,-,-,1.056904851,11.4,1.4,-,4.8,-,1.23,-,-,-,-,6.875,-,2.8,10,-50,-25,-,-,-,-,-,-,-,50,C,P,N,-,P,P,P,A,P,-6.36,WesternYamalPermBog,293.844,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",70.95,179.55,"Wrangel Island, Chukotka Okrug, Russia",Wrangel,Russia,16,Mesic Tundra,Wet shallow polygons,UpTundra,-,S,1999,1994,-,2,JA,C,10,1,-,-,1.093421685,12.4,2.4,-,9.8,-,1.64,-,-,-,-,3.61,0.5,0.5,0-15cm,-20,-20,-,-,-,-,-,-,-,20,C,P,N,-,P,A,P,A,P,-11.92,WrangelUpTundra,193.353,11
7,Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",68.45,45.4,"Northern Kanin Peninsula, Archangelsk Oblast, Russia",Northern,Russia,2,Mesic Tundra,Mesic Palsa plateaus,PermBog,-,S,1999,1994,-,2,JA,C,10,1,-,-,1.225309282,16.8,6.8,-,58.3,-,2.1,-,-,-,-,8.68,-,8.2,10,-41,-25,-,-,-,-,-,-,-,41,D,P,N,-,P,A,P,A,P,-1.77,NorthernPermBog,481.35,11
