"","HL_SHORE_L","HL_FRAC_L","Cell_ID"
"10041",0,0,15613
"10042",0,0,8295
"10043",0,0,8199
"10044",0,0,117
"10045",0,0,4370
"10046",0,0,15784
"10047",0,0,8703
"10048",0,0,20134
"10049",0,0,21473
"10050",0,0,12145
"10051",108.89,64.5386,2987
"10052",0,0,1876
"10053",0,0,21187
"10054",0,0,4708
"10055",0,0,13895
"10056",0,0,8299
"10057",562.28,22.4638,14246
"10058",0,0,16930
"10059",0,0,5558
"10060",0,0,12305
"10061",0,0,10432
"10062",51.93,100,16458
"10063",0,0,22024
"10064",0,0,20324
"10065",2411.15,7.49211,765
"10066",0,0,15359
"10067",123.07,18.0367,2502
"10068",25.01,95.4286,17697
"10069",0,0,23443
"10070",0,0,1854
"10071",0,0,2350
"10072",0,0,5209
"10073",68.69,66.4422,7611
"10074",0,0,10982
"10075",0,0,3614
"10076",234.05,0.191391,13154
"10077",41.31,74.67,15653
"10078",0,0,10419
"10079",0,0,16895
"10080",0,0,22838
"10081",0,0,20394
"10082",0,0,10826
"10083",0,0,23553
"10084",0,0,6695
"10085",0,0,22418
"10086",0,0,7060
"10087",207.9,73.5507,11311
"10088",196.33,78.9472,13711
"10089",0,0,22452
"10090",0,0,19699
"10091",118.06,67.1605,12762
"10092",0,0,9331
"10093",0,0,20013
"10094",0,0,18263
"10095",134.07,26.6224,19304
"10096",0,0,12823
"10097",0,0,11085
"10098",0,0,11220
"10099",0,0,4305
"10100",0,0,16579
"10101",41.16,84.3282,17001
"10102",0,0,14846
"10103",147.37,71.795,1082
"10104",37.72,88.3258,16330
"10105",172.7,67.9317,3537
"10106",0,0,16721
"10107",0,0,8120
"10108",39.35,71.2348,417
"10109",0,0,9806
"10110",0,0,18484
"10111",0,0,14068
"10112",0,0,4083
"10113",0,0,16611
"10114",161.55,21.8717,9670
"10115",0,0,23381
"10116",0,0,10396
"10117",0,0,16265
"10118",0,0,17124
"10119",0,0,21900
"10120",0,0,22433
"10121",0,0,22679
"10122",0,0,23056
"10123",13.31,85.1446,21703
"10124",0,0,7996
"10125",277.85,30.0512,5827
"10126",672.88,11.0692,13394
"10127",0,0,9047
"10128",0,0,10750
"10129",0,0,11530
"10130",89.08,100,4295
"10131",0,0,5596
"10132",87.23,20.493,18542
"10133",0,0,7857
"10134",1986.81,30.747,6918
"10135",0,0,19302
"10136",0,0,17321
"10137",0,0,20541
"10138",337.15,4.72985,16726
"10139",0,0,17884
"10140",0,0,20956
"10141",0,0,15273
"10142",0,0,15604
"10143",0,0,544
"10144",0,0,15706
"10145",0,0,21299
"10146",0,0,23247
"10147",0,0,22753
"10148",0,0,630
"10149",0,0,14222
"10150",0,0,16207
"10151",0,0,7716
"10152",0,0,19621
"10153",0,0,9728
"10154",0,0,16085
"10155",0,0,20019
"10156",0,0,22829
"10157",310.34,54.5464,16980
"10158",0,0,3070
"10159",0,0,18498
"10160",0,0,22330
"10161",0,0,21060
"10162",0,0,19599
"10163",0,0,11093
"10164",0,0,6371
"10165",0,0,9718
"10166",0,0,13412
"10167",0,0,14629
"10168",158.44,7.90889,683
"10169",0,0,129
"10170",0,0,19642
"10171",0,0,8870
"10172",0,0,16045
"10173",573.21,61.1781,9540
"10174",0,0,15876
"10175",0,0,22419
"10176",0,0,21796
"10177",0,0,17620
"10178",0,0,6693
"10179",0,0,17077
"10180",82.98,100,10855
"10181",0,0,18015
"10182",0,0,4742
"10183",16.66,100,5774
"10184",0,0,7015
"10185",642.93,40.7984,1572
"10186",2619.37,21.6837,2438
"10187",1378.88,48.5622,6908
"10188",0,0,7465
"10189",0,0,15521
"10190",170.52,0.0195226,12411
"10191",0,0,10341
"10192",0,0,11728
"10193",0,0,18746
"10194",0,0,9868
"10195",0,0,7540
"10196",56.47,74.4298,706
"10197",0,0,4104
"10198",0,0,22119
"10199",0,0,13392
"10200",0,0,23345
"10201",0,0,17013
"10202",572.44,25.9888,14446
"10203",0,0,17872
"10204",0,0,17032
"10205",0,0,2387
"10206",0,0,16268
"10207",32.68,100,8665
"10208",47,2.85914,6981
"10209",0,0,16620
"10210",0,0,10842
"10211",0,0,19318
"10212",231.15,83.8243,1447
"10213",0,0,13308
"10214",68.83,10.2091,18651
"10215",0,0,2580
"10216",0,0,3727
"10217",0,0,14645
"10218",0,0,16771
"10219",0,0,16474
"10220",0,0,17067
"10221",0,0,3675
"10222",0,0,1922
"10223",15.73,69.8727,18630
"10224",0,0,571
"10225",0,0,6718
"10226",0,0,9043
"10227",0,0,22277
"10228",49.47,19.3115,22700
"10229",0,0,5240
"10230",76.59,100,1236
"10231",0,0,4440
"10232",459.02,74.966,13694
"10233",0,0,8207
"10234",0,0,19293
"10235",0,0,22441
"10236",46.87,28.3808,21492
"10237",0,0,2847
"10238",0,0,21916
"10239",0,0,6611
"10240",0,0,23508
"10241",0,0,21639
"10242",0,0,16396
"10243",0,0,12956
"10244",3086.53,2.08346,9563
"10245",0,0,20091
"10246",0,0,23298
"10247",0,0,15957
"10248",67.78,21.9805,9135
"10249",54.25,89.529,2741
"10250",0,0,19976
"10251",NA,NA,578
"10252",0,0,21700
"10253",0,0,11108
"10254",0,0,14747
"10255",0,0,19551
"10256",0,0,21140
"10257",215.73,57.5669,12545
"10258",309.82,86.191,11912
"10259",0,0,10510
"10260",0,0,16762
"10261",0,0,20195
"10262",0,0,8410
"10263",139.82,0.596911,12413
"10264",0,0,7646
"10265",0,0,5823
"10266",0,0,19238
"10267",0,0,10410
"10268",0,0,11498
"10269",0,0,18853
"10270",0,0,20814
"10271",62.13,100,13712
"10272",1441.94,4.81637,8476
"10273",0,0,20401
"10274",87.29,100,13720
"10275",0,0,11638
"10276",49.7,64.027,19350
"10277",0,0,8840
"10278",0,0,21726
"10279",31.18,14.7731,16972
"10280",0,0,13675
"10281",459.01,67.8568,10110
"10282",0,0,6983
"10283",128.07,98.2514,7595
"10284",0,0,1457
"10285",0,0,180
"10286",0,0,8373
"10287",0,0,15534
"10288",0,0,8921
"10289",0,0,19874
"10290",0,0,11407
"10291",29.89,86.8655,9939
"10292",181.68,2.00547,525
"10293",133.25,9.40563,8978
"10294",0,0,11506
"10295",0,0,16549
"10296",0,0,4400
"10297",130.72,42.3861,4662
"10298",0,0,5966
"10299",73.76,67.8012,5612
"10300",0,0,14953
"10301",437.52,10.8145,3226
"10302",0,0,21022
"10303",0,0,14179
"10304",0,0,21806
"10305",0,0,18976
"10306",0,0,3032
"10307",0,0,4543
"10308",0,0,5273
"10309",238.11,84.502,14447
"10310",357.1,20.2014,9018
"10311",0,0,12315
"10312",0,0,3777
"10313",0,0,14548
"10314",0,0,16526
"10315",0,0,5207
"10316",0,0,12011
"10317",393.44,98.186,2248
"10318",0,0,14468
"10319",0,0,6204
"10320",0,0,19711
"10321",67.92,15.9367,7984
"10322",0,0,11556
"10323",0,0,7478
"10324",21.29,100,14766
"10325",0,0,1399
"10326",0,0,443
"10327",0,0,12741
"10328",0,0,1347
"10329",28.3,26.5179,5580
"10330",0,0,10635
"10331",90.95,23.4593,6959
"10332",0,0,15097
"10333",0,0,1652
"10334",0,0,14713
"10335",20.35,15.4021,17593
"10336",0,0,12419
"10337",0,0,23569
"10338",0,0,2792
"10339",0,0,5595
"10340",338.19,32.9492,6998
"10341",1716,13.2333,13108
"10342",0,0,411
"10343",0,0,11602
"10344",113.9,67.4329,2417
"10345",0,0,18992
"10346",461.52,43.4085,15593
"10347",0,0,7318
"10348",0,0,22628
"10349",0,0,19882
"10350",0,0,7636
"10351",117.34,8.89602,391
"10352",0,0,5802
"10353",0,0,2598
"10354",0,0,223
"10355",0,0,17529
"10356",0,0,13891
"10357",82.39,86.7243,18146
"10358",0,0,11140
"10359",0,0,12409
"10360",0,0,21607
"10361",0,0,18118
"10362",0,0,17562
"10363",57.09,20.8302,20333
"10364",0,0,600
"10365",0,0,14396
"10366",0,0,20459
"10367",0,0,15862
"10368",0,0,3147
"10369",0,0,88
"10370",0,0,8555
"10371",0,0,9884
"10372",0,0,4464
"10373",0,0,12242
"10374",0,0,15842
"10375",345.59,5.15497,7335
"10376",0,0,16385
"10377",0,0,14618
"10378",0,0,20718
"10379",51.26,0.524632,3440
"10380",193.87,89.2379,7897
"10381",0,0,11751
"10382",40.09,54.9943,3457
"10383",1684.91,23.1357,7500
"10384",0,0,12374
"10385",0,0,10312
"10386",0,0,20292
"10387",0,0,12957
"10388",0,0,21480
"10389",0,0,20820
"10390",987.02,63.6317,9003
"10391",0,0,22981
"10392",0,0,22790
"10393",0,0,11844
"10394",1200,46.7056,714
"10395",0,0,14642
"10396",0,0,9155
"10397",0,0,9307
"10398",0,0,1109
"10399",51.32,35.1655,8945
"10400",0,0,11642
"10401",0,0,2054
"10402",0,0,17099
"10403",0,0,5306
"10404",1278.69,13.3975,15119
"10405",0,0,14184
"10406",0,0,1173
"10407",114.04,30.9535,1081
"10408",53.41,100,374
"10409",0,0,13335
"10410",159.92,43.4106,8014
"10411",0,0,22836
"10412",31.65,100,7849
"10413",0,0,10651
"10414",0,0,5899
"10415",0,0,1295
"10416",98.79,41.3276,17030
"10417",0,0,16723
"10418",0,0,22479
"10419",0,0,20196
"10420",0,0,21001
"10421",0,0,21998
"10422",0,0,4626
"10423",0,0,2606
"10424",0,0,10270
"10425",0,0,1511
"10426",0,0,13851
"10427",0,0,18728
"10428",0,0,12919
"10429",89.59,94.2769,12478
"10430",0,0,9941
"10431",0,0,22994
"10432",0,0,4892
"10433",0,0,13047
"10434",1023.21,40.2268,12688
"10435",2566.14,20.5113,6990
"10436",0,0,20445
"10437",0,0,20745
"10438",0,0,11609
"10439",0,0,10553
"10440",26.07,43.9383,1358
"10441",0,0,2392
"10442",0,0,282
"10443",0,0,3766
"10444",0,0,9760
"10445",0,0,21076
"10446",40.19,42.1729,3921
"10447",0,0,9469
"10448",0,0,12915
"10449",14.38,100,7590
"10450",0,0,1941
"10451",0,0,2075
"10452",0,0,5547
"10453",148.08,45.8602,2988
"10454",0,0,21050
"10455",0,0,21895
"10456",0,0,16701
"10457",1294.33,55.1734,6988
"10458",0,0,18891
"10459",0,0,8224
"10460",0,0,11747
"10461",0,0,435
"10462",0,0,16453
"10463",0,0,8749
"10464",0,0,21863
"10465",0,0,12922
"10466",0,0,19890
"10467",882.27,49.9737,494
"10468",0,0,20518
"10469",2688.05,0.215374,1102
"10470",0,0,22021
"10471",0,0,5316
"10472",0,0,17619
"10473",0,0,312
"10474",73.39,57.5422,14336
"10475",162.2,16.2355,2753
"10476",0,0,11148
"10477",0,0,9173
"10478",0,0,9485
"10479",0,0,20205
"10480",0,0,11683
"10481",0,0,19422
"10482",9422.45,5.96454,1817
"10483",0,0,18306
"10484",0,0,18030
"10485",0,0,19864
"10486",0,0,17947
"10487",0,0,17665
"10488",0,0,11010
"10489",0,0,13398
"10490",0,0,20658
"10491",0,0,15979
"10492",1838.2,45.94,2440
"10493",176.75,56.714,6833
"10494",0,0,5494
"10495",28.41,90.5122,15368
"10496",82.73,49.3581,746
"10497",82.76,71.9268,15403
"10498",0,0,12261
"10499",9734.01,4.3933,7507
"10500",0,0,1903
"10501",5376.09,0.0419479,13097
"10502",0,0,22740
"10503",0,0,20553
"10504",0,0,2085
"10505",111.6,100,1025
"10506",21.22,42.338,23531
"10507",91.82,23.1751,6392
"10508",0,0,121
"10509",35.63,47.1215,6570
"10510",0,0,7288
"10511",0,0,2878
"10512",0,0,16425
"10513",0,0,9856
"10514",0,0,1485
"10515",0,0,23062
"10516",0,0,18811
"10517",0,0,15854
"10518",0,0,15599
"10519",0,0,18070
"10520",0,0,1905
"10521",0,0,2347
"10522",0,0,22166
"10523",0,0,6771
"10524",0,0,23525
"10525",0,0,19973
"10526",0,0,21284
"10527",0,0,5586
"10528",0,0,187
"10529",0,0,22325
"10530",0,0,21163
"10531",26.75,77.5906,12404
"10532",69.89,100,17418
"10533",153.54,70.2812,15084
"10534",0,0,9472
"10535",34.76,97.8857,13517
"10536",0,0,20505
"10537",184.17,23.6488,18762
"10538",0,0,16673
"10539",0,0,22730
"10540",1234.01,37.2382,8037
"10541",0,0,4961
"10542",0,0,1267
"10543",0,0,1846
"10544",0,0,15446
"10545",0,0,23429
"10546",0,0,10211
"10547",605,6.1342,13976
"10548",0,0,14982
"10549",0,0,14771
"10550",0,0,13529
"10551",0,0,12423
"10552",0,0,21812
"10553",0,0,7316
"10554",0,0,4426
"10555",0,0,1319
"10556",0,0,12854
"10557",619.2,33.4421,10871
"10558",38.86,11.2006,13950
"10559",0,0,730
"10560",0,0,12005
"10561",0,0,13060
"10562",1924.4,22.6398,4695
"10563",0,0,22768
"10564",0,0,17608
"10565",2191.61,14.4028,10116
"10566",0,0,7608
"10567",0,0,1310
"10568",30.48,100,15570
"10569",0,0,12951
"10570",0,0,19261
"10571",0,0,15581
"10572",0,0,16243
"10573",0,0,16114
"10574",0,0,20760
"10575",0,0,23398
"10576",169.19,1.90059e-05,1548
"10577",0,0,7146
"10578",23.7,93.4988,10896
"10579",0,0,1713
"10580",644.03,16.0223,9697
"10581",0,0,10646
"10582",0,0,18908
"10583",0,0,6112
"10584",0,0,17681
"10585",33.31,43.9729,17319
"10586",146.45,11.6006,18151
"10587",0,0,394
"10588",119.85,29.4297,13271
"10589",25.49,100,15800
"10590",0,0,5286
"10591",0,0,18807
"10592",0,0,2602
"10593",0,0,9559
"10594",0,0,10859
"10595",63.95,100,8402
"10596",23.27,100,15395
"10597",0,0,14169
"10598",0,0,6522
"10599",171.13,9.52828,152
"10600",0,0,934
"10601",20.35,100,11163
"10602",0,0,15441
"10603",0,0,6798
"10604",0,0,20707
"10605",0,0,6044
"10606",377.05,11.0659,11476
"10607",0,0,21147
"10608",0,0,10917
"10609",0,0,5741
"10610",0,0,21590
"10611",0,0,5973
"10612",0,0,23526
"10613",0,0,19837
"10614",0,0,12878
"10615",0,0,2079
"10616",0,0,20380
"10617",39.9,52.7783,12754
"10618",0,0,11629
"10619",0,0,2100
"10620",0,0,11625
"10621",0,0,7365
"10622",0,0,2879
"10623",0,0,15181
"10624",0,0,18943
"10625",0,0,19441
"10626",0,0,15787
"10627",0,0,6364
"10628",0,0,7759
"10629",0,0,20094
"10630",46.08,8.10906,17187
"10631",149.08,30.9209,6418
"10632",0,0,13441
"10633",0,0,22590
"10634",1898.65,40.2971,5020
"10635",0,0,9656
"10636",0,0,9218
"10637",0,0,17368
"10638",0,0,20555
"10639",0,0,22006
"10640",0,0,5588
"10641",0,0,17508
"10642",0,0,2838
"10643",261.97,67.2838,14260
"10644",0,0,17212
"10645",0,0,19014
"10646",0,0,6096
"10647",0,0,21502
"10648",0,0,20227
"10649",559.55,21.4238,11928
"10650",0,0,1047
"10651",0,0,4974
"10652",0,0,22667
"10653",0,0,10050
"10654",0,0,21167
"10655",0,0,19015
"10656",0,0,3399
"10657",0,0,23096
"10658",4070.64,0.0228179,579
"10659",2094.9,27.9924,6899
"10660",0,0,14204
"10661",0,0,11524
"10662",0,0,4200
"10663",0,0,13860
"10664",0,0,7981
"10665",0,0,7800
"10666",42.12,100,3982
"10667",75.45,66.4366,9703
"10668",0,0,9979
"10669",0,0,5869
"10670",0,0,17639
"10671",0,0,19850
"10672",0,0,11006
"10673",0,0,8690
"10674",0,0,8360
"10675",0,0,15330
"10676",0,0,2525
"10677",0,0,8680
"10678",0,0,19298
"10679",0,0,1169
"10680",0,0,22351
"10681",4761.03,14.7982,588
"10682",0,0,19308
"10683",23.31,100,14331
"10684",0,0,4862
"10685",0,0,2993
"10686",0,0,4041
"10687",0,0,10006
"10688",0,0,20836
"10689",0,0,21475
"10690",0,0,382
"10691",0,0,13075
"10692",35.39,7.12218,14924
"10693",148.1,5.51355,14277
"10694",0,0,22367
"10695",46.88,100,515
"10696",0,0,19361
"10697",0,0,18473
"10698",0,0,22009
"10699",0,0,22652
"10700",0,0,13226
"10701",176.54,47.138,9143
"10702",8102.63,4.32875,1806
"10703",397.86,76.1534,221
"10704",0,0,10568
"10705",0,0,4808
"10706",0,0,14627
"10707",0,0,19465
"10708",0,0,5673
"10709",169,0.642465,17159
"10710",0,0,19930
"10711",0,0,22354
"10712",0,0,23151
"10713",0,0,9277
"10714",0,0,12176
"10715",0,0,12233
"10716",0,0,13456
"10717",0,0,5754
"10718",0,0,21428
"10719",0,0,13679
"10720",42.54,100,6961
"10721",43.49,8.78704,13100
"10722",0,0,13604
"10723",1716.63,65.1934,2495
"10724",0,0,12408
"10725",21.86,16.0222,13691
"10726",59.91,11.2958,16332
"10727",84.59,100,17355
"10728",0,0,17523
"10729",0,0,11870
"10730",0,0,22457
"10731",0,0,6061
"10732",0,0,8928
"10733",0,0,6701
"10734",0,0,18240
"10735",0,0,231
"10736",605.53,56.3796,3502
"10737",0,0,3045
"10738",0,0,11126
"10739",0,0,1288
"10740",0,0,20970
"10741",0,0,7706
"10742",0,0,15874
"10743",221.05,12.8482,9711
"10744",0,0,18629
"10745",0,0,7661
"10746",0,0,116
"10747",0,0,9954
"10748",43.68,10.5335,20310
"10749",0,0,19372
"10750",0,0,3711
"10751",0,0,21179
"10752",705.22,51.4026,4590
"10753",0,0,11622
"10754",0,0,15197
"10755",0,0,16175
"10756",40.05,20.0786,14199
"10757",29.56,100,16122
"10758",9814.16,2.63539,6875
"10759",0,0,2616
"10760",0,0,17373
"10761",2832.77,25.0501,7423
"10762",31.81,19.9586,10234
"10763",0,0,23055
"10764",0,0,18898
"10765",0,0,13555
"10766",26.07,7.0141,1176
"10767",0,0,12851
"10768",0,0,15515
"10769",0,0,12229
"10770",0,0,15047
"10771",0,0,16563
"10772",0,0,19671
"10773",1779.29,2.44602,3927
"10774",291.42,63.1352,13719
"10775",0,0,6135
"10776",0,0,17278
"10777",0,0,23546
"10778",0,0,21721
"10779",0,0,21702
"10780",188.36,82.731,1996
"10781",3768.4,4.48955,623
"10782",0,0,2153
"10783",0,0,15324
"10784",41.74,55.1714,13352
"10785",662.42,58.5021,8998
"10786",0,0,13006
"10787",0,0,14038
"10788",0,0,1666
"10789",0,0,12864
"10790",0,0,17905
"10791",0,0,6299
"10792",0,0,10604
"10793",75.78,82.1803,3966
"10794",2742.99,0.0597302,8740
"10795",0,0,16433
"10796",133.72,36.9782,13351
"10797",0,0,9156
"10798",0,0,8565
"10799",0,0,21406
"10800",1557.51,7.09909,3145
"10801",0,0,20375
"10802",0,0,9217
"10803",40.72,44.7329,20846
"10804",407.22,75.8944,1602
"10805",25.2,10.2896,6811
"10806",22.92,100,6334
"10807",0,0,16309
"10808",153.13,18.8437,10572
"10809",0,0,22309
"10810",0,0,21024
"10811",2969.13,1.08957,5008
"10812",0,0,10995
"10813",0,0,18508
"10814",0,0,18267
"10815",0,0,15107
"10816",0,0,18294
"10817",0,0,15109
"10818",10359.2,3.7743,4225
"10819",47.55,100,4309
"10820",0,0,2799
"10821",0,0,20211
"10822",0,0,22743
"10823",0,0,17873
"10824",0,0,3565
"10825",0,0,19275
"10826",65.97,95.7672,12481
"10827",0,0,1327
"10828",0,0,6315
"10829",726.59,60.285,13696
"10830",0,0,14402
"10831",20.33,100,1580
"10832",0,0,19727
"10833",0,0,7792
"10834",0,0,12195
"10835",182.59,19.0427,15483
"10836",5331.72,1.1695,11285
"10837",0,0,20886
"10838",0,0,22597
"10839",0,0,15683
"10840",0,0,12981
"10841",0,0,22693
"10842",61.04,88.4135,3569
"10843",0,0,20236
"10844",0,0,17922
"10845",802.57,50.8648,6992
"10846",16.38,35.6216,20710
"10847",0,0,20140
"10848",0,0,7848
"10849",0,0,18370
"10850",0,0,4737
"10851",0,0,10198
"10852",0,0,5204
"10853",0,0,18069
"10854",0,0,5689
"10855",0,0,13327
"10856",482.54,91.5465,2960
"10857",0,0,23225
"10858",0,0,2500
"10859",0,0,5142
"10860",0,0,4349
"10861",0,0,14479
"10862",0,0,10026
"10863",0,0,17551
"10864",0,0,9591
"10865",131.28,47.5795,17016
"10866",0,0,13879
"10867",0,0,12964
"10868",880.54,41.7937,2751
"10869",313.67,72.464,15482
"10870",0,0,19798
"10871",0,0,17147
"10872",1236.29,13.4616,7940
"10873",0,0,19213
"10874",29.19,100,11684
"10875",2363.66,51.0739,4252
"10876",0,0,9486
"10877",0,0,20396
"10878",0,0,22991
"10879",124.19,48.9602,15242
"10880",0,0,17073
"10881",0,0,22623
"10882",0,0,3588
"10883",0,0,5904
"10884",0,0,22244
"10885",0,0,6528
"10886",0,0,6292
"10887",0,0,23319
"10888",0,0,9756
"10889",0,0,7708
"10890",0,0,17949
"10891",31.24,59.3868,20511
"10892",0,0,7048
"10893",0,0,23495
"10894",0,0,22688
"10895",0,0,4552
"10896",0,0,6097
"10897",0,0,15045
"10898",0,0,22948
"10899",0,0,16389
"10900",93.85,94.2211,14218
"10901",0,0,17918
"10902",164.29,87.243,3194
"10903",0,0,12648
"10904",0,0,21683
"10905",0,0,18889
"10906",10094.3,2.11406,8451
"10907",116.88,61.4322,20842
"10908",0,0,20996
"10909",0,0,20913
"10910",0,0,8903
"10911",329.68,41.4901,302
"10912",0,0,16780
"10913",0,0,9743
"10914",0,0,3770
"10915",0,0,5734
"10916",0,0,5703
"10917",0,0,10395
"10918",0,0,5805
"10919",0,0,23519
"10920",0,0,20060
"10921",0,0,15796
"10922",0,0,15692
"10923",0,0,2058
"10924",120.3,25.1052,13792
"10925",0,0,16666
"10926",0,0,20524
"10927",0,0,19968
"10928",0,0,4690
"10929",0,0,2641
"10930",44.86,100,4911
"10931",0,0,10088
"10932",0,0,8070
"10933",3625.52,0.29056,1601
"10934",0,0,10411
"10935",110.27,100,3223
"10936",1924.4,3.77519,4693
"10937",2454.61,21.2609,7502
"10938",26.58,21.6733,17908
"10939",0,0,21874
"10940",0,0,22439
"10941",41.5,88.5239,20312
"10942",0,0,6663
"10943",0,0,14239
"10944",0,0,1096
"10945",0,0,12289
"10946",27,69.1773,10367
"10947",0,0,18934
"10948",18.43,36.5438,23338
"10949",0,0,6521
"10950",0,0,14401
"10951",0,0,19908
"10952",0,0,7464
"10953",0,0,15525
"10954",0,0,17461
"10955",0,0,9479
"10956",0,0,444
"10957",0,0,17249
"10958",24.77,100,13647
"10959",0,0,18714
"10960",0,0,2384
"10961",1581.08,84.2233,1433
"10962",0,0,22967
"10963",0,0,15512
"10964",647.45,75.4176,8443
"10965",0,0,5284
"10966",40.67,100,13756
"10967",582.27,76.1765,212
"10968",0,0,20645
"10969",0,0,5702
"10970",0,0,20590
"10971",0,0,13149
"10972",0,0,21920
"10973",0,0,1697
"10974",166.39,76.6936,10284
"10975",0,0,16200
"10976",0,0,4408
"10977",39.77,100,3429
"10978",0,0,16533
"10979",0,0,10430
"10980",0,0,22471
"10981",0,0,13280
"10982",0,0,17691
"10983",0,0,5681
"10984",0,0,19288
"10985",0,0,21982
"10986",0,0,8369
"10987",0,0,19366
"10988",0,0,2219
"10989",501.96,27.569,364
"10990",0,0,8852
"10991",9873.49,1.95107,7905
"10992",0,0,13003
"10993",0,0,8906
"10994",1990.22,4.11528,4051
"10995",19.22,100,1514
"10996",0,0,8718
"10997",55.14,75.427,18358
"10998",0,0,15893
"10999",0,0,13449
"11000",0,0,10788
"11001",0,0,15236
"11002",143.73,32.4922,3895
"11003",0,0,22648
"11004",0,0,17663
"11005",0,0,481
"11006",0,0,20150
"11007",0,0,6109
"11008",216.05,49.5391,15444
"11009",0,0,8955
"11010",0,0,22933
"11011",0,0,432
"11012",32.05,100,11270
"11013",0,0,14588
"11014",0,0,17803
"11015",0,0,11540
"11016",0,0,4953
"11017",240.29,87.742,368
"11018",0,0,21624
"11019",0,0,17627
"11020",0,0,8263
"11021",0,0,14539
"11022",0,0,18179
"11023",43.22,100,10094
"11024",0,0,11415
"11025",0,0,13722
"11026",0,0,22450
"11027",31.19,62.2082,2222
"11028",0,0,8528
"11029",0,0,20921
"11030",0,0,22719
"11031",0,0,943
"11032",1253.86,59.7402,1208
"11033",0,0,12591
"11034",298.13,22.2039,14842
"11035",0,0,22552
"11036",0,0,20154
"11037",0,0,18712
"11038",34.14,21.4286,23541
"11039",0,0,22782
"11040",0,0,9415
"11041",0,0,19122
"11042",7071.78,7.8489,3027
"11043",0,0,23234
"11044",612.5,54.0177,9705
"11045",0,0,6198
"11046",0,0,13247
"11047",99.15,87.2668,17307
"11048",101.56,83.2077,14234
"11049",0,0,18395
"11050",0,0,14608
"11051",1107.26,25.8055,5396
"11052",0,0,18005
"11053",912.42,73.335,1820
"11054",539.83,75.8338,16357
"11055",0,0,17825
"11056",0,0,9929
"11057",0,0,8823
"11058",0,0,16076
"11059",0,0,4117
"11060",543.73,61.5072,1414
"11061",0,0,17150
"11062",0,0,21396
"11063",0,0,8613
"11064",0,0,8711
"11065",0,0,12099
"11066",0,0,17402
"11067",0,0,6369
"11068",0,0,9749
"11069",0,0,22438
"11070",0,0,15710
"11071",5331.72,2.28041,13095
"11072",0,0,18252
"11073",0,0,17253
"11074",111.12,87.3113,3553
"11075",0,0,20006
"11076",0,0,22553
"11077",0,0,9385
"11078",2262.62,40.033,753
"11079",0,0,20636
"11080",0,0,6146
"11081",0,0,10504
"11082",0,0,17995
"11083",218.13,11.2692,14281
"11084",101.49,90.0947,14338
"11085",0,0,12353
"11086",0,0,19639
"11087",0,0,20785
"11088",0,0,22453
"11089",19.69,85.1978,17964
"11090",0,0,15735
"11091",0,0,15636
"11092",0,0,8155
"11093",0,0,18798
"11094",858.91,44.5475,12662
"11095",22.53,91.8487,20278
"11096",0,0,353
"11097",0,0,2548
"11098",0,0,20300
"11099",0,0,2355
"11100",0,0,16966
"11101",425.11,56.2575,7943
"11102",102.18,96.9083,13350
"11103",0,0,15917
"11104",32.77,100,8023
"11105",0,0,9997
"11106",426.05,80.2045,6582
"11107",0,0,10675
"11108",0,0,12355
"11109",0,0,9340
"11110",158.38,90.2561,16503
"11111",0,0,6731
"11112",0,0,15111
"11113",0,0,23163
"11114",0,0,9161
"11115",0,0,23506
"11116",2688.05,0.171069,938
"11117",205.29,39.7785,13159
"11118",0,0,14210
"11119",383.04,8.04008,17391
"11120",0,0,14602
"11121",0,0,17244
"11122",2655.41,18.9531,9545
"11123",0,0,10621
"11124",0,0,10158
"11125",0,0,15518
"11126",0,0,20407
"11127",621.47,67.7888,2977
"11128",0,0,8748
"11129",0,0,18649
"11130",208.07,41.5101,15031
"11131",0,0,4578
"11132",459.77,11.9636,17362
"11133",0,0,6696
"11134",0,0,21957
"11135",0,0,21233
"11136",0,0,7626
"11137",0,0,168
"11138",0,0,16300
"11139",0,0,20129
"11140",960.76,7.0324,8986
"11141",758.17,83.4021,9531
"11142",0,0,15195
"11143",0,0,15797
"11144",0,0,18627
"11145",35.83,100,9116
"11146",0,0,13189
"11147",0,0,6865
"11148",0,0,21220
"11149",0,0,20983
"11150",0,0,16077
"11151",117.69,88.0513,6435
"11152",0,0,2578
"11153",0,0,14691
"11154",0,0,744
"11155",0,0,13177
"11156",0,0,20755
"11157",0,0,14422
"11158",0,0,17974
"11159",0,0,23400
"11160",0,0,21506
"11161",0,0,12739
"11162",0,0,22692
"11163",0,0,10331
"11164",0,0,19452
"11165",30.45,100,5891
"11166",0,0,20600
"11167",0,0,14866
"11168",0,0,22155
"11169",0,0,12177
"11170",1664.8,48.0364,2194
"11171",0,0,21887
"11172",0,0,19371
"11173",1175.91,51.834,9546
"11174",501.85,20.3456,2729
"11175",0,0,22717
"11176",88.22,76.0445,6802
"11177",0,0,2003
"11178",582.79,8.96433,13395
"11179",0,0,22511
"11180",55.01,100,9890
"11181",274.21,20.1616,3239
"11182",648.86,56.4192,3493
"11183",0,0,22566
"11184",0,0,21768
"11185",13.85,100,17574
"11186",0,0,5032
"11187",246.3,20.6814,9704
"11188",48.78,100,9796
"11189",0,0,16395
"11190",0,0,2415
