"","HL_SHORE_L","HL_FRAC_L","Cell_ID"
"4575",0,0,845
"4576",0,0,3661
"4577",0,0,21883
"4578",0,0,11596
"4579",0,0,5213
"4580",0,0,15289
"4581",0,0,11130
"4582",0,0,4456
"4583",0,0,2342
"4584",0,0,21286
"4585",0,0,2724
"4586",0,0,16516
"4587",0,0,21063
"4588",0,0,16531
"4589",0,0,13422
"4590",0,0,12839
"4591",20.9,100,17823
"4592",0,0,5401
"4593",0,0,22706
"4594",38.01,99.8487,18789
"4595",0,0,838
"4596",0,0,6344
"4597",188.54,63.883,14303
"4598",0,0,20766
"4599",0,0,5684
"4600",196.59,49.4205,644
"4601",0,0,3808
"4602",0,0,12272
"4603",0,0,5429
"4604",0,0,8777
"4605",0,0,345
"4606",0,0,20458
"4607",0,0,14934
"4608",0,0,18633
"4609",0,0,15055
"4610",0,0,5691
"4611",724.32,47.1856,8444
"4612",0,0,6777
"4613",0,0,7779
"4614",0,0,3706
"4615",2599.34,3.92757,9012
"4616",0,0,4111
"4617",52.62,100,10237
"4618",0,0,22212
"4619",0,0,12598
"4620",0,0,17766
"4621",0,0,15755
"4622",0,0,14778
"4623",0,0,21207
"4624",0,0,12214
"4625",0,0,20542
"4626",0,0,8830
"4627",0,0,9478
"4628",0,0,20087
"4629",0,0,20418
"4630",0,0,21898
"4631",0,0,1642
"4632",0,0,5265
"4633",50.15,100,17821
"4634",0,0,22910
"4635",0,0,5665
"4636",27.85,53.7437,12204
"4637",178.97,29.9625,2183
"4638",380.89,53.0668,12062
"4639",0,0,17219
"4640",0,0,18603
"4641",0,0,16199
"4642",24.59,20.603,12038
"4643",0,0,18910
"4644",0,0,13333
"4645",14.78,100,18404
"4646",0,0,23158
"4647",0,0,15290
"4648",0,0,23374
"4649",0,0,12963
"4650",0,0,21597
"4651",0,0,16438
"4652",0,0,17843
"4653",0,0,10435
"4654",0,0,8772
"4655",0,0,5374
"4656",0,0,18511
"4657",270.58,98.9067,10355
"4658",0,0,3400
"4659",0,0,19180
"4660",0,0,8278
"4661",0,0,9200
"4662",0,0,3250
"4663",0,0,12775
"4664",0,0,5239
"4665",95.17,43.6743,13749
"4666",0,0,9379
"4667",0,0,15699
"4668",0,0,13735
"4669",0,0,16272
"4670",0,0,9966
"4671",0,0,19698
"4672",0,0,14375
"4673",0,0,16452
"4674",0,0,8301
"4675",5396.25,2.70999,12486
"4676",0,0,13799
"4677",0,0,10015
"4678",0,0,3303
"4679",0,0,15221
"4680",0,0,17827
"4681",0,0,6144
"4682",0,0,4455
"4683",0,0,18377
"4684",0,0,20548
"4685",0,0,14166
"4686",0,0,11167
"4687",0,0,7698
"4688",0,0,7091
"4689",0,0,14770
"4690",0,0,12121
"4691",0,0,1487
"4692",0,0,16744
"4693",0,0,17560
"4694",0,0,8531
"4695",0,0,21119
"4696",0,0,20189
"4697",0,0,1530
"4698",0,0,18886
"4699",32.24,100,11691
"4700",0,0,21006
"4701",0,0,18880
"4702",24.07,100,18792
"4703",4112.96,36.5122,1610
"4704",0,0,11213
"4705",0,0,19749
"4706",0,0,12452
"4707",7597.85,8.08646,2929
"4708",150.83,0.968597,14251
"4709",38.63,61.7411,21044
"4710",153.07,91.1049,10192
"4711",0,0,11533
"4712",0,0,17891
"4713",0,0,6920
"4714",0,0,3974
"4715",0,0,17236
"4716",0,0,12007
"4717",0,0,16160
"4718",21.05,100,10232
"4719",0,0,9792
"4720",0,0,20257
"4721",0,0,4791
"4722",0,0,20734
"4723",136.98,66.9967,12065
"4724",31.16,14.6738,19080
"4725",0,0,2150
"4726",0,0,7820
"4727",0,0,11026
"4728",195.44,74.6675,1969
"4729",0,0,19543
"4730",30.63,100,18546
"4731",0,0,18623
"4732",0,0,13033
"4733",0,0,14060
"4734",1195.46,13.9699,6912
"4735",0,0,8354
"4736",1031.04,36.3666,1964
"4737",0,0,8071
"4738",26.66,100,7294
"4739",129.35,65.6872,524
"4740",0,0,14014
"4741",560.11,66.1626,13136
"4742",28.41,90.0303,2568
"4743",18.3,100,18004
"4744",0,0,17114
"4745",0,0,17561
"4746",0,0,23198
"4747",0,0,12021
"4748",0,0,16430
"4749",0,0,14705
"4750",0,0,20015
"4751",0,0,12770
"4752",99.29,90.3588,13081
"4753",0,0,17279
"4754",0,0,20267
"4755",27.72,100,11173
"4756",0,0,7995
"4757",0,0,11091
"4758",264.52,91.3314,6477
"4759",175.46,44.4426,15961
"4760",0,0,2782
"4761",0,0,23509
"4762",0,0,6516
"4763",0,0,4463
"4764",57.34,19.9779,13744
"4765",0,0,17404
"4766",0,0,9878
"4767",0,0,11536
"4768",0,0,20012
"4769",0,0,22961
"4770",0,0,16205
"4771",0,0,2408
"4772",0,0,16269
"4773",0,0,17694
"4774",2742.99,0.0200899,9303
"4775",0,0,15053
"4776",81.77,97.0217,929
"4777",0,0,18893
"4778",0,0,11253
"4779",0,0,8850
"4780",0,0,17053
"4781",0,0,2870
"4782",0,0,20875
"4783",0,0,11743
"4784",0,0,14512
"4785",0,0,19399
"4786",0,0,8838
"4787",0,0,16800
"4788",2614.33,17.6149,8468
"4789",18.36,100,5099
"4790",131.15,54.9307,3551
"4791",0,0,22622
"4792",0,0,12639
"4793",0,0,15154
"4794",0,0,15167
"4795",0,0,7058
"4796",0,0,3009
"4797",0,0,6208
"4798",32.68,4.74653,17151
"4799",0,0,5224
"4800",0,0,18875
"4801",0,0,5540
"4802",789.95,13.3694,1974
"4803",1772.25,32.5469,2441
"4804",0,0,21757
"4805",0,0,12955
"4806",49.81,50.5339,12588
"4807",9814.16,3.14414,7388
"4808",0,0,17933
"4809",0,0,17979
"4810",9531.01,3.93908,2922
"4811",0,0,15756
"4812",95.32,13.2111,13766
"4813",0,0,16070
"4814",0,0,18568
"4815",43.32,100,17713
"4816",35.36,52.5473,15406
"4817",0,0,13862
"4818",0,0,4466
"4819",0,0,19486
"4820",0,0,11375
"4821",0,0,8326
"4822",0,0,21914
"4823",571.83,90.9048,3231
"4824",222.9,53.5415,14897
"4825",0,0,2319
"4826",0,0,3320
"4827",0,0,935
"4828",0,0,14905
"4829",0,0,6544
"4830",0,0,7551
"4831",0,0,4481
"4832",0,0,12765
"4833",0,0,16530
"4834",0,0,1238
"4835",0,0,7253
"4836",0,0,19206
"4837",0,0,14171
"4838",195.31,78.3537,8115
"4839",704.54,43.956,2914
"4840",9814.16,5.43806,7386
"4841",0,0,16671
"4842",0,0,7679
"4843",46.84,53.6646,19047
"4844",0,0,6670
"4845",1953.27,28.0869,11931
"4846",0,0,10316
"4847",0,0,17512
"4848",0,0,20144
"4849",0,0,1670
"4850",0,0,16696
"4851",0,0,17545
"4852",0,0,2164
"4853",0,0,10534
"4854",0,0,22758
"4855",110.33,22.941,21275
"4856",0,0,6221
"4857",0,0,8539
"4858",0,0,21680
"4859",0,0,18616
"4860",0,0,11802
"4861",0,0,12303
"4862",0,0,19877
"4863",0,0,19262
"4864",60.94,70.1772,15986
"4865",103.14,7.70852,16659
"4866",0,0,22266
"4867",0,0,11019
"4868",0,0,6290
"4869",0,0,14039
"4870",1779.29,0.122156,3932
"4871",0,0,5171
"4872",0,0,23001
"4873",0,0,21501
"4874",0,0,14498
"4875",0,0,12880
"4876",52.09,53.3864,18828
"4877",0,0,10900
"4878",49.89,100,14134
"4879",121.67,71.8406,15230
"4880",0,0,1037
"4881",0,0,11668
"4882",0,0,7432
"4883",380.77,4.65402,14833
"4884",0,0,1923
"4885",0,0,22980
"4886",265.57,53.947,5976
"4887",0,0,18731
"4888",0,0,14665
"4889",0,0,18669
"4890",0,0,12112
"4891",0,0,19118
"4892",0,0,14010
"4893",0,0,23179
"4894",0,0,3291
"4895",143.31,97.1989,7098
"4896",39.5,100,10751
"4897",28.44,100,15424
"4898",0,0,12104
"4899",206.6,98.2201,16522
"4900",0,0,5283
"4901",449.32,92.5081,10150
"4902",0,0,14343
"4903",1278.69,14.263,14545
"4904",0,0,23474
"4905",0,0,17428
"4906",2021.57,27.0902,11332
"4907",7167.81,1.12992,11972
"4908",262.69,53.1469,11323
"4909",26.91,100,1990
"4910",0,0,12236
"4911",0,0,12985
"4912",182.91,1.89458,16536
"4913",0,0,7458
"4914",0,0,2992
"4915",0,0,23057
"4916",0,0,4849
"4917",0,0,5670
"4918",0,0,17379
"4919",0,0,7381
"4920",158.77,13.303,10970
"4921",52.54,1.25688,2275
"4922",0,0,11867
"4923",0,0,6347
"4924",0,0,12048
"4925",0,0,9387
"4926",0,0,1508
"4927",0,0,19970
"4928",0,0,18720
"4929",0,0,18923
"4930",0,0,2589
"4931",0,0,6529
"4932",0,0,16428
"4933",0,0,7533
"4934",0,0,13436
"4935",0,0,4316
"4936",0,0,9605
"4937",0,0,978
"4938",0,0,2379
"4939",190.04,14.366,6339
"4940",0,0,7034
"4941",27.34,100,23473
"4942",0,0,21228
"4943",0,0,21658
"4944",0,0,16741
"4945",0,0,11243
"4946",6890.12,26.4091,2023
"4947",1834.3,49.052,11932
"4948",0,0,20234
"4949",0,0,22978
"4950",0,0,16110
"4951",0,0,19152
"4952",0,0,16898
"4953",98.06,71.862,18434
"4954",0,0,16805
"4955",0,0,1657
"4956",0,0,13432
"4957",998.89,84.5816,4616
"4958",0,0,18866
"4959",0,0,17798
"4960",0,0,20620
"4961",0,0,20964
"4962",0,0,2591
"4963",0,0,7448
"4964",0,0,6692
"4965",427.84,12.6645,9585
"4966",0,0,15864
"4967",0,0,1993
"4968",0,0,3817
"4969",0,0,20319
"4970",0,0,347
"4971",27.93,100,11666
"4972",0,0,10388
"4973",85.52,11.7069,19095
"4974",187.37,80.2471,10711
"4975",123.91,65.9893,10254
"4976",0,0,5731
"4977",0,0,15885
"4978",0,0,3047
"4979",271.4,58.1927,1203
"4980",114.37,92.9427,6303
"4981",73.18,57.779,14235
"4982",0,0,8803
"4983",0,0,17115
"4984",0,0,20468
"4985",0,0,16897
"4986",0,0,11460
"4987",0,0,13564
"4988",0,0,11134
"4989",0,0,17497
"4990",0,0,21813
"4991",0,0,8535
"4992",0,0,12833
"4993",0,0,15806
"4994",124.8,10.6399,207
"4995",0,0,16628
"4996",0,0,22323
"4997",0,0,22716
"4998",0,0,15058
"4999",0,0,7459
"5000",289.13,29.0972,383
"5001",0,0,10385
"5002",0,0,6554
"5003",9814.16,0.460278,6881
"5004",0,0,15430
"5005",15.22,60.1158,14659
"5006",0,0,1880
"5007",0,0,18887
"5008",73.81,100,5879
"5009",153.18,37.1839,8548
"5010",0,0,11665
"5011",0,0,5380
"5012",0,0,6226
"5013",0,0,14773
"5014",0,0,22363
"5015",0,0,20180
"5016",0,0,20583
"5017",0,0,18557
"5018",24.08,51.9798,23211
"5019",0,0,6243
"5020",0,0,21333
"5021",0,0,22357
"5022",0,0,20106
"5023",0,0,20424
"5024",0,0,23516
"5025",26.73,38.4313,17441
"5026",0,0,11056
"5027",0,0,8393
"5028",0,0,12653
"5029",0,0,18638
"5030",0,0,11582
"5031",0,0,20480
"5032",0,0,7128
"5033",0,0,7280
"5034",0,0,11567
"5035",0,0,16402
"5036",0,0,7109
"5037",0,0,23283
"5038",0,0,20381
"5039",0,0,18060
"5040",0,0,17487
"5041",653.84,57.0446,7949
"5042",0,0,16176
"5043",42.9,100,6773
"5044",0,0,4573
"5045",0,0,6604
"5046",161.23,63.1439,7490
"5047",24.06,72.6423,5993
"5048",0,0,19279
"5049",0,0,19224
"5050",0,0,16603
"5051",0,0,13733
"5052",0,0,9064
"5053",0,0,19501
"5054",0,0,7772
"5055",0,0,23243
"5056",0,0,13391
"5057",0,0,3684
"5058",0,0,11740
"5059",0,0,8294
"5060",0,0,9359
"5061",0,0,3954
"5062",0,0,20909
"5063",0,0,21227
"5064",0,0,22278
"5065",37.21,46.7989,18692
"5066",0,0,12154
"5067",0,0,1543
"5068",1224.12,5.13133,9702
"5069",0,0,20901
"5070",0,0,21735
"5071",0,0,3811
"5072",0,0,13611
"5073",395.64,50.8818,6893
"5074",1206.31,44.4236,1976
"5075",0,0,10965
"5076",4018.32,3.7272,1187
"5077",0,0,13022
"5078",0,0,12212
"5079",415.74,74.7502,11395
"5080",0,0,17267
"5081",0,0,18595
"5082",0,0,3737
"5083",0,0,15264
"5084",0,0,18941
"5085",0,0,15233
"5086",0,0,22675
"5087",827.87,70.0842,8479
"5088",0,0,13493
"5089",0,0,20561
"5090",0,0,10243
"5091",0,0,23533
"5092",48.22,65.8221,6589
"5093",26.08,100,18553
"5094",0,0,18132
"5095",0,0,17247
"5096",0,0,16783
"5097",0,0,8544
"5098",0,0,19142
"5099",0,0,20099
"5100",91.18,60.3517,7496
"5101",0,0,20858
"5102",0,0,22711
"5103",82.09,12.0838,16872
"5104",0,0,21673
"5105",55.39,100,15818
"5106",0,0,12336
"5107",0,0,19547
"5108",0,0,6634
"5109",0,0,20927
"5110",0,0,1003
"5111",0,0,8292
"5112",0,0,12327
"5113",2501.01,14.734,10137
"5114",0,0,12884
"5115",0,0,4479
"5116",0,0,688
"5117",0,0,21231
"5118",0,0,19203
"5119",0,0,10417
"5120",0,0,2637
"5121",2384.99,6.85805,11903
"5122",0,0,13646
"5123",0,0,20806
"5124",0,0,3332
"5125",900.69,79.3301,241
"5126",89.35,100,3276
"5127",0,0,19616
"5128",0,0,23041
"5129",0,0,5431
"5130",87.94,7.40005,3902
"5131",0,0,18571
"5132",0,0,20453
"5133",111.19,83.6478,14325
"5134",0,0,19614
"5135",0,0,6756
"5136",0,0,16962
"5137",0,0,21310
"5138",0,0,13357
"5139",0,0,10984
"5140",0,0,4017
"5141",0,0,3594
"5142",2688.05,5.63325,2081
"5143",0,0,7827
"5144",0,0,18464
"5145",0,0,19166
"5146",648.23,42.8114,13281
"5147",0,0,13959
"5148",5248.36,0.0449922,199
"5149",233.67,48.3724,8557
"5150",0,0,19004
"5151",0,0,6326
"5152",694.7,82.1395,3858
"5153",0,0,19467
"5154",0,0,2806
"5155",15.09,14.5641,6281
"5156",0,0,23436
"5157",0,0,17594
"5158",0,0,19235
"5159",0,0,14403
"5160",0,0,11806
"5161",16.22,100,2132
"5162",0,0,18747
"5163",0,0,17302
"5164",0,0,15054
"5165",0,0,21589
"5166",0,0,19382
"5167",0,0,17900
"5168",0,0,9951
"5169",889.89,56.2311,2921
"5170",0,0,13218
"5171",0,0,3799
"5172",0,0,13781
"5173",27.37,81.496,14302
"5174",0,0,16996
"5175",0,0,13298
"5176",0,0,20168
"5177",0,0,23103
"5178",0,0,4912
"5179",0,0,19638
"5180",0,0,18193
"5181",3354.86,18.6921,2263
"5182",4018.32,0.192428,1190
"5183",0,0,14007
"5184",0,0,10086
"5185",0,0,8103
"5186",0,0,14520
"5187",0,0,572
"5188",0,0,10662
"5189",81.18,41.0434,16691
"5190",0,0,10344
"5191",0,0,15155
"5192",0,0,22946
"5193",0,0,3377
"5194",0,0,22136
"5195",0,0,10511
"5196",0,0,14111
"5197",0,0,7022
"5198",0,0,16095
"5199",0,0,6309
"5200",0,0,700
"5201",0,0,451
"5202",0,0,167
"5203",0,0,9204
"5204",0,0,5314
"5205",0,0,14066
"5206",0,0,15436
"5207",0,0,13295
"5208",54.28,100,5423
"5209",0,0,3625
"5210",47.22,72.8942,11327
"5211",0,0,12784
"5212",0,0,11669
"5213",0,0,18261
"5214",47.07,60.8474,6084
"5215",0,0,14085
"5216",0,0,20243
"5217",0,0,16615
"5218",42.72,100,14793
"5219",0,0,14570
"5220",0,0,16730
"5221",0,0,16166
"5222",0,0,4133
"5223",0,0,22225
"5224",0,0,17029
"5225",0,0,20587
"5226",0,0,12422
"5227",327.36,68.2345,12499
"5228",7239.86,7.4328,2256
"5229",0,0,19685
"5230",0,0,16079
"5231",0,0,19453
"5232",0,0,19767
"5233",0,0,19682
"5234",0,0,21021
"5235",0,0,23162
"5236",0,0,12977
"5237",0,0,14635
"5238",0,0,12643
"5239",0,0,21027
"5240",0,0,22226
"5241",0,0,11587
"5242",0,0,16823
"5243",0,0,15552
"5244",0,0,6793
"5245",0,0,4544
"5246",1884.97,41.09,2690
"5247",1460.67,47.1367,5462
"5248",985.83,31.1118,9569
"5249",0,0,11390
"5250",892.73,18.4739,10727
"5251",0,0,6139
"5252",0,0,4454
"5253",0,0,15332
"5254",0,0,5174
"5255",0,0,1567
"5256",0,0,7658
"5257",57.97,27.9184,17004
"5258",0,0,23061
"5259",203.07,64.5077,2908
"5260",0,0,1831
"5261",160.08,54.4304,11392
"5262",0,0,13373
"5263",0,0,3058
"5264",621.9,43.8236,5395
"5265",0,0,20086
"5266",164.69,100,16652
"5267",0,0,12129
"5268",0,0,9289
"5269",0,0,16412
"5270",175.77,57.8955,11274
"5271",421.95,58.6057,926
"5272",39.2,67.1649,14938
"5273",0,0,23310
"5274",0,0,11440
"5275",24.4,100,3134
"5276",0,0,3924
"5277",15.57,100,8900
"5278",74.32,78.0043,5893
"5279",18.74,100,9891
"5280",0,0,20362
"5281",0,0,4136
"5282",0,0,17463
"5283",0,0,9441
"5284",0,0,3733
"5285",0,0,11652
"5286",0,0,18264
"5287",NA,NA,7385
"5288",0,0,12901
"5289",0,0,21373
"5290",1591.94,48.7293,5012
"5291",0,0,19182
"5292",0,0,11170
"5293",0,0,11654
"5294",0,0,14941
"5295",3685.6,5.88364,1600
"5296",0,0,20967
"5297",80.53,77.2166,16857
"5298",0,0,23134
"5299",29.24,52.5947,12793
"5300",2598.86,4.20981,7399
"5301",74.53,73.2891,11379
"5302",0,0,22196
"5303",0,0,23213
"5304",0,0,14898
"5305",0,0,2596
"5306",0,0,15299
"5307",0,0,22115
"5308",0,0,11566
"5309",0,0,2714
"5310",0,0,3404
"5311",0,0,376
"5312",547.78,18.5338,7750
"5313",282.09,53.3371,9033
"5314",1759.28,1.58854,16134
"5315",0,0,4535
"5316",0,0,17011
"5317",0,0,20111
"5318",0,0,11535
"5319",0,0,15309
"5320",0,0,3014
"5321",29.24,47.4053,12792
"5322",76.46,80.48,19555
"5323",0,0,7767
"5324",3031.74,17.0205,11299
"5325",2742.99,1.65489,9297
"5326",0,0,14568
"5327",2648.04,45.0868,2435
"5328",0,0,19313
"5329",0,0,20484
"5330",0,0,2858
"5331",0,0,13443
"5332",0,0,1090
"5333",0,0,11766
"5334",0,0,15517
"5335",0,0,8510
"5336",0,0,20991
"5337",0,0,22857
"5338",0,0,9447
"5339",0,0,18814
"5340",0,0,12727
"5341",98.99,42.9441,18360
"5342",0,0,18686
"5343",0,0,13583
"5344",0,0,21204
"5345",203.2,46.449,10736
"5346",3820.61,30.7659,3217
"5347",0,0,17137
"5348",0,0,20133
"5349",0,0,6667
"5350",0,0,7819
"5351",0,0,57
"5352",0,0,322
"5353",0,0,20369
"5354",192.76,5.82831,12081
"5355",0,0,9642
"5356",131.17,72.7564,3003
"5357",0,0,14206
"5358",0,0,5308
"5359",0,0,23209
"5360",1785.54,0.799296,2118
"5361",0,0,14220
"5362",615.76,21.1495,10876
"5363",0,0,15523
"5364",0,0,20164
"5365",0,0,17034
"5366",0,0,8638
"5367",0,0,20428
"5368",0,0,10043
"5369",0,0,7182
"5370",0,0,17028
"5371",0,0,6606
"5372",0,0,21678
"5373",0,0,1154
"5374",0,0,63
"5375",0,0,14808
"5376",0,0,11107
"5377",0,0,2061
"5378",0,0,21476
"5379",0,0,14567
"5380",2328.23,18.4013,5075
"5381",0,0,10819
"5382",0,0,21923
"5383",0,0,4850
"5384",0,0,4843
"5385",0,0,15322
"5386",0,0,21746
"5387",0,0,21109
"5388",0,0,11075
"5389",0,0,20152
"5390",0,0,20166
"5391",0,0,21211
"5392",0,0,22049
"5393",963.7,26.3835,9535
"5394",1537.87,0.122881,2771
"5395",0,0,10295
"5396",10188.2,0.515508,7909
"5397",562.03,40.4902,16977
"5398",10033.2,0.726031,8440
"5399",0,0,16296
"5400",0,0,13924
"5401",0,0,20714
"5402",0,0,8197
"5403",0,0,5379
"5404",0,0,12185
"5405",0,0,2558
"5406",0,0,8245
"5407",0,0,13812
"5408",0,0,16806
"5409",0,0,9440
"5410",1012.54,9.88026,9714
"5411",0,0,20741
"5412",0,0,9927
"5413",0,0,4838
"5414",0,0,17442
"5415",0,0,10630
"5416",0,0,15520
"5417",70.56,77.4099,1262
"5418",0,0,10652
"5419",0,0,11112
"5420",0,0,13462
"5421",0,0,1168
"5422",0,0,22837
"5423",0,0,21345
"5424",0,0,16450
"5425",0,0,19156
"5426",0,0,11630
"5427",360.04,81.4903,11977
"5428",0,0,7543
"5429",244.52,7.61016,7338
"5430",53.98,8.55296,11924
"5431",0,0,13625
"5432",0,0,2585
"5433",151.37,82.5569,9101
"5434",0,0,9269
"5435",0,0,9454
"5436",0,0,9820
"5437",37.75,85.8366,15140
"5438",0,0,20988
"5439",0,0,5583
"5440",0,0,18307
"5441",0,0,19635
"5442",94.37,97.937,16559
"5443",0,0,20430
"5444",0,0,6233
"5445",0,0,11821
"5446",1564.19,35.3173,9129
"5447",0,0,7830
"5448",0,0,7709
"5449",101.97,48.9995,18618
"5450",24.1,49.4068,12807
"5451",0,0,20585
"5452",171.98,42.9587,1948
"5453",122.95,99.2142,12150
"5454",0,0,5251
"5455",78.1,87.8776,19821
"5456",0,0,6955
"5457",0,0,9151
"5458",0,0,18497
"5459",0,0,17488
"5460",0,0,6323
"5461",86.21,65.6818,14841
"5462",0,0,17290
"5463",0,0,12384
"5464",29.14,96.5819,18492
"5465",5081.56,3.07414,2554
"5466",0,0,21576
"5467",76.99,99.2814,10827
"5468",0,0,5965
"5469",2069.73,29.4904,5485
"5470",32.22,34.9999,4968
"5471",0,0,21991
"5472",40.9,12.9332,14676
"5473",0,0,20226
"5474",1086.73,10.203,8982
"5475",0,0,7312
"5476",0,0,12837
"5477",153.37,72.6933,17757
"5478",0,0,21401
"5479",0,0,10656
"5480",0,0,18566
"5481",1059.58,31.5308,2428
"5482",0,0,20258
"5483",0,0,4559
"5484",0,0,20141
"5485",0,0,23024
"5486",0,0,10583
"5487",319.85,60.5274,12546
"5488",0,0,14149
"5489",0,0,3200
"5490",0,0,17877
"5491",20.93,100,2234
"5492",0,0,14028
"5493",780.21,42.1819,12063
"5494",306.58,66.022,8987
"5495",24.34,96.3662,18197
"5496",0,0,20237
"5497",0,0,9862
"5498",0,0,10403
"5499",0,0,21784
"5500",0,0,23152
"5501",55.61,4.08287,3195
"5502",0,0,22220
"5503",334.57,49.0034,13981
"5504",0,0,6033
"5505",0,0,16483
"5506",0,0,21139
"5507",0,0,14013
"5508",40.79,100,5186
"5509",0,0,15224
"5510",0,0,4964
"5511",0,0,12933
"5512",0,0,7239
"5513",0,0,1110
"5514",3959.09,13.8847,4221
"5515",16.38,65.079,16290
"5516",0,0,2167
"5517",0,0,5783
"5518",0,0,4553
"5519",0,0,19208
"5520",0,0,7115
"5521",0,0,3520
"5522",0,0,11047
"5523",0,0,10816
"5524",0,0,19582
"5525",0,0,21528
"5526",0,0,2295
"5527",2265.94,1.6373,20047
"5528",0,0,23257
"5529",0,0,6384
"5530",0,0,17069
"5531",1924.4,3.98254,4696
"5532",0,0,9065
"5533",0,0,21349
"5534",404.08,36.8335,13684
"5535",0,0,18142
"5536",0,0,2545
"5537",0,0,4852
"5538",708.61,49.327,7410
"5539",997.83,82.7453,2255
"5540",0,0,13656
"5541",20.53,100,13615
"5542",0,0,12328
"5543",0,0,19700
"5544",62.37,11.5653,4269
"5545",0,0,6248
"5546",132.76,10.0347,11371
"5547",0,0,7357
"5548",0,0,9067
"5549",3565.17,22.1954,8576
"5550",49.47,4.48668,22922
"5551",0,0,19660
"5552",0,0,10167
"5553",0,0,698
"5554",0,0,8372
"5555",1636.84,15.715,5910
"5556",0,0,10222
"5557",0,0,21232
"5558",0,0,12820
"5559",0,0,18112
"5560",0,0,7251
"5561",0,0,19191
"5562",522.37,35.2391,2006
"5563",9349.34,20.2417,3853
"5564",0,0,23392
"5565",113.45,99.6527,1371
"5566",4204.62,10.5252,1763
"5567",0,0,6743
"5568",94.14,83.3162,15020
"5569",42.3,22.5763,14264
"5570",1137.03,63.5709,5468
"5571",358.33,75.9092,11901
"5572",0,0,11883
"5573",0,0,19242
"5574",2293.46,7.64049,7396
"5575",0,0,9231
"5576",51.81,92.5632,2463
"5577",7790.21,10.4816,3186
"5578",0,0,12232
"5579",0,0,20081
"5580",0,0,3109
"5581",0,0,19876
"5582",0,0,20023
"5583",5338.74,6.1455,3505
"5584",0,0,4366
"5585",652.78,36.7122,9023
"5586",0,0,4907
"5587",1947.54,0.263101,6999
"5588",0,0,675
"5589",0,0,18380
"5590",0,0,20469
"5591",0,0,8714
"5592",0,0,15311
"5593",35.03,36.8262,13742
"5594",775.2,38.3529,6283
"5595",0,0,10458
"5596",155.72,86.0689,5987
"5597",0,0,10071
"5598",0,0,20648
"5599",0,0,18292
"5600",0,0,12628
"5601",0,0,9914
"5602",0,0,9380
"5603",0,0,18574
"5604",84.62,59.1049,8878
"5605",0,0,22035
"5606",4613,29.7237,5932
"5607",0,0,23263
"5608",0,0,1395
"5609",0,0,9062
"5610",0,0,9237
"5611",0,0,9391
"5612",160.42,64.9561,17966
"5613",0,0,10650
"5614",0,0,9823
"5615",0,0,3713
"5616",0,0,22681
"5617",0,0,3220
"5618",0,0,3815
"5619",0,0,6124
"5620",0,0,15565
"5621",590.46,49.6457,10731
"5622",0,0,14031
"5623",49.35,77.5459,12722
"5624",0,0,7188
"5625",0,0,16683
"5626",0,0,11956
"5627",0,0,14456
"5628",0,0,8025
"5629",0,0,12961
"5630",45.59,0.0107257,19445
"5631",0,0,1869
"5632",0,0,8956
"5633",0,0,16426
"5634",0,0,2883
"5635",0,0,23563
"5636",654.72,25.9846,7417
"5637",0,0,13808
"5638",25.19,55.7896,18775
"5639",0,0,11781
"5640",138.15,78.084,1373
"5641",0,0,19220
"5642",35.41,100,1212
"5643",0,0,21646
"5644",0,0,12216
"5645",0,0,20678
"5646",0,0,17824
"5647",0,0,19404
"5648",29.06,59.3384,16355
"5649",181.04,100,5028
"5650",26.03,66.5374,2175
"5651",0,0,18290
"5652",0,0,16621
"5653",0,0,18855
"5654",263.72,84.9677,6106
"5655",0,0,2561
"5656",0,0,20128
"5657",863.78,75.9667,6429
"5658",49.72,23.624,14254
"5659",0,0,5093
"5660",0,0,20203
"5661",0,0,9908
"5662",0,0,13572
"5663",0,0,6513
"5664",0,0,11419
"5665",0,0,3919
"5666",0,0,12286
"5667",0,0,10934
"5668",0,0,14947
"5669",33.33,5.24008,281
"5670",148.97,61.8322,13789
"5671",0,0,16286
"5672",0,0,665
"5673",0,0,12813
"5674",0,0,11247
"5675",0,0,20246
"5676",0,0,16890
"5677",0,0,7623
"5678",0,0,22463
"5679",438.35,42.993,15976
"5680",1027.24,54.1094,13107
"5681",0,0,22000
"5682",0,0,23500
"5683",0,0,20188
"5684",25.22,3.0234,20955
"5685",0,0,21547
"5686",0,0,9986
"5687",0,0,14458
"5688",0,0,12197
"5689",0,0,13229
"5690",310.72,91.4265,15811
"5691",0,0,9812
"5692",0,0,21510
"5693",0,0,16842
"5694",0,0,13961
"5695",0,0,16971
"5696",0,0,13030
"5697",0,0,12943
"5698",0,0,16298
"5699",0,0,2170
"5700",0,0,15067
"5701",0,0,2386
"5702",0,0,18215
"5703",0,0,19920
"5704",136.68,98.7403,904
"5705",0,0,20533
"5706",586.4,32.6333,10691
"5707",446.59,47.7319,14411
"5708",1844.6,26.6784,9548
"5709",0,0,15728
"5710",215.7,36.2849,7391
"5711",42.59,100,19546
"5712",0,0,7155
"5713",29.49,100,17304
"5714",0,0,19511
"5715",51.48,72.5631,7804
"5716",0,0,11871
"5717",0,0,20831
"5718",13.54,99.0259,23205
"5719",0,0,21867
"5720",0,0,6776
"5721",358.04,55.5322,12656
"5722",0,0,7219
"5723",0,0,19294
"5724",0,0,8391
