"","FI_coef","FTC_coef","fen_coef","MAR_coef","PEB_coef","PEW_coef"
"1",1.42544982534844,0.0237561783246956,0.231037552613191,0.522070888282921,-0.0411092279610125,0.63565065638847
"2",1.19715512668296,0.0326262290967966,0.229627288305302,0.698392884221868,-0.37823279416636,0.626819056924117
"3",1.11581884489178,0.0163050701861728,0.169756112330705,0.669227620456884,-0.516238487920864,0.548427660280414
"4",1.05120937659733,0.0334697136933868,0.293251439151753,0.610572520181917,0.108277450849862,0.406795266678887
"5",1.63567424352133,0.0379785287918698,0.219326826868609,0.667888274109883,-0.420209618803884,0.415348942374535
"6",1.30101969513305,0.0233718780707482,0.191810510780946,0.675808011747036,-0.289333881856381,0.642567710356295
"7",1.24544848793299,0.0299593293927712,0.314907402831326,0.655413781460434,-0.3984910016264,0.4787960897562
"8",0.958336608674544,0.0300609332133558,0.219562664717038,0.58578143624688,-0.11572729306502,0.631545264006409
"9",1.33632158948713,0.0358188649735219,0.328713679841382,0.523851720537377,-0.0670366548389972,0.442483971726091
"10",1.13990479818738,0.030079802189502,0.207393188391702,0.570277788787364,-0.505085698260234,0.592439531971381
"11",1.47124981554502,0.0188523578282511,0.243509218585308,0.581893998035104,-0.211588038385025,0.607184210697913
"12",1.03711152391938,0.0199214440184344,0.230134116377732,0.594681968630537,-0.416876634538405,0.590789429007314
"13",1.33529352419943,0.0220623323162535,0.300228083396913,0.457024125190535,-0.256624514491441,0.60333097274257
"14",0.993780750994586,0.00898444866940216,0.272823115237198,0.657250197612911,-0.6288284587182,0.427793299732869
"15",1.29603925990643,0.0298513033871575,0.280209746740149,0.716014382571009,-0.396297732333454,0.480058893844638
"16",0.973681441178432,0.0150249466212771,0.298003269648681,0.598349360279491,-0.237048190013934,0.598569317982092
"17",0.980830953078849,0.0382853302260202,0.257582187589639,0.451181819191614,-0.138472124052391,0.64157134606428
"18",1.34406069956516,0.0196397486617831,0.181112910702577,0.614235105188117,-0.106147477853724,0.577299834688892
