"","FIA_coef","FTCA_coef","MGL_coef","MPL_coef","MYL_coef","SGL_coef","SPL_coef","SYL_coef"
"1",0.563638476663799,0.0322610978233802,0.722658154928596,0.0187868538213763,0.361349031672734,0.108179429534598,1.16046757710898,1.00309622577724
"2",0.685865901018914,0.0401892959462984,0.533755871165129,0.512442911856059,0.564306929712792,0.260461956583352,1.1909123034306,1.40167027604895
"3",0.732071930843575,0.0463253714521253,0.222864940454771,-0.00279097647239285,0.0465213509139673,0.0733398819066665,1.50284796024855,0.966359900036162
"4",1.0658495821754,0.0371382598949421,0.659902943705438,0.292121897602984,0.0453027623757167,-0.128724600113889,1.07960943658834,1.02232413892528
"5",1.03214398033563,0.0483289502454812,0.577714281996695,0.287384974153342,0.168446218358353,-0.22377386378132,1.6176138003482,1.40267676750139
"6",0.538305327225305,0.0453495728106471,1.13651235667538,0.172132490983261,0.571303237524634,0.697823875367554,1.53764149872822,1.35154286621614
"7",0.478658232339472,0.0424622747377252,0.295696820309847,0.356822696945846,0.379341968890372,0.0623619645408764,1.00212082494878,1.21027104915133
"8",0.816183478803066,0.0389303261755716,0.346405292596896,0.481092437508498,0.0921251305643419,0.551572827710013,1.08691875882506,1.20793230644088
"9",0.867746127060849,0.0318296054748253,0.279449119468618,-0.0192766142342393,0.283331301397828,-0.489894951139251,0.87982550339891,1.22039623381224
"10",0.678790950283948,0.0404625431291726,0.389629605469263,0.145871829284609,0.0359261237380712,0.113262827775743,1.32604068698297,1.34510791723179
"11",0.220514175893769,0.0529983297283956,0.164925089557984,0.00374892318950604,0.312953019403452,0.339594911663979,1.15122794687993,1.41712290349279
"12",0.694874443848673,0.0577195447262826,0.237341146674832,0.613223040591945,0.595121288356375,-0.690941162774788,1.34241960452211,1.03122774276576
"13",0.579987632496756,0.0480415927188369,0.11738206544096,0.111692700468248,0.555217798907946,0.106026540635232,0.787331455739296,1.19908005326121
"14",0.516023192010911,0.0475167619607408,0.386848696946178,0.534808101411029,0.769640323820469,0.203720432130191,1.30757785522594,1.47047463966806
"15",0.729481847639161,0.0509019321862266,0.420211243341837,0.291686770830228,0.084779291475881,-0.466937972831225,1.12381306273783,1.10616092309727
"16",0.58989177683227,0.0435332600876012,-0.0817836141443665,0.0890597984084442,-0.070637199669309,0.199818470077575,1.17189175822907,1.09965717466145
"17",0.622385618052556,0.0342355827286353,0.563321531423573,0.583829120657887,0.208738885991421,0.0686826161060113,1.15465358041937,1.29750285144148
"18",0.727929444108584,0.0413159357209728,0.62643147878352,0.93181051381609,0.795018106319003,-0.103060764120848,0.930675169714496,1.13406605263508
"19",0.379555836604927,0.0548630539779408,0.696610640308247,0.424237677219481,0.980015190355405,-0.173428840883377,0.99674356982503,1.24752032668149
"20",0.357546530108887,0.0263148921753492,0.565436079680608,0.340412264616567,0.424034603640562,-0.317315159532012,1.16999560784177,1.07048388936042
"21",0.823403862517542,0.0554929869995505,0.46777516352677,0.806476030918816,0.542017244636019,0.11314963062083,1.29253090084049,1.29861271746259
"22",0.951595128317167,0.0366206556205276,0.501395600281439,0.571970686936303,-0.421248110636112,0.259661899587725,1.23048928111042,1.08330620038193
"23",0.90024004587277,0.0322993024549119,0.134474353200529,0.739013891267871,0.298304624179129,-0.187070413526961,0.778828629825946,1.40561762631122
"24",0.83333104182217,0.0378552388495676,0.350868813589576,0.161457787248388,0.366125652975028,0.289600816494708,1.16397136128614,1.14014312459401
"25",0.0149061498767152,0.0474838565763599,0.388892646709739,0.0528120425564099,0.0230194399785237,0.56417260145706,1.21699983405875,1.01213892248388
"26",0.302555833627147,0.0382631153296483,0.585945791416726,0.574516705507414,0.528959243364588,0.291418127556424,1.43734046465928,1.47448950048918
"27",0.255468307377275,0.0556982995749629,0.0491350693978228,0.284016902507801,-0.296520071408257,0.227738282119885,1.15050483252981,1.5045090987966
"28",0.60667859944743,0.0606977792030559,0.375386193358235,0.0773117935702052,-0.00737875846108571,-0.116860132772719,1.09437854455201,1.46663320906636
