ID,NUM,STUDY,DATABASE,YEAR,COUNTRY,SITE,NUMBER.LAKES,LAT,LONG,ECOREGION,PERMA.ZONE,LAKE.TYPE,BOTTOM,TALIK,SA,DEPTH,SEASON,YEAR.S,MONTH,PATHWAY,D.METHOD,K600_EQ,K_REF,E.METHOD,E.LOCATION,S.METHOD,D.DAYS,E.DAYS,LENGTH,CH4.D.FLUX,log.CH4.D.FLUX,CH4.E.FLUX,log.CH4.E.FLUX.plus1,Seasonal.Diff.Flux,Seasonal.Ebul,Seasonal.Storage,IBS,TEMP,DOC,PH,ICEFREE.DAYS,CLASS,SIZE,TYPE,GRID_T,NOTES,CD_Pcp_An,BIOME,ANN_T,SUM_T
79,13,Engram et al. 2020,KUHN ,2020,USA,Owl,1,66.505,-164.247,AT,C,T,Y,-,0.6298,3.5,Icefree,2008,April,E,-,-,-,BT,W ,-,-,1,-,-,-,1.67,0.426511261,-,-,-,-,-,-,-,-,MLY,M,Y,-,-,284.493,11,-4.32,9.25
80,13,Engram et al. 2020,KUHN ,2020,USA,Jaeger,1,66.501,-164.261,AT,C,T,Y,-,0.2221,13.3,Icefree,2008,June,E,-,-,-,BT,W ,-,-,1,-,-,-,62.4,1.802089258,-,-,-,-,-,-,-,-,MLY,M,Y,-,-,284.493,11,-4.83,8.98
81,13,Engram et al. 2020,KUHN ,2020,USA,Star,1,64.882,-147.768,CB,C,GP,M,-,0.0148,1.3,Icefree,2009,April,E,-,-,-,BT,W ,-,2,61,61,-,-,83.05,1.924537718,-,-,-,-,-,-,-,-,SLOP,S,OP,15.205,-,281.827,6,-4.83,8.98
82,13,Engram et al. 2020,KUHN ,2020,USA,OGradyGravelPit,1,64.846,-147.802,CB,C,GP,M,-,0.0612,-,Icefree,2014,November,E,-,-,-,BT,W ,-,2,1,-,-,-,0.94,0.28780173,-,-,-,-,-,-,-,-,SLOP,S,OP,4.85,-,281.827,6,-4.83,8.98
83,13,Engram et al. 2020,KUHN ,2020,USA,Cakeater,1,71.279,-156.637,AT,C,GP,M,-,0.0892,1.5,Icefree,"2009, 2011",August,E,-,-,-,BT,W ,-,-,1,-,-,-,15.77,1.224533063,-,-,-,-,-,-,-,-,SLOP,S,OP,-,-,116.436,11,-4.83,8.98
84,13,Engram et al. 2020,KUHN ,2020,USA,NE2_bigLake,1,68.646,-149.583,CB,C,GP,M,-,0.0618,2.7,Icefree,"2004, 2007, 2010",February,E,-,-,-,BT,W ,-,-,-,-,-,-,6.85,0.894869657,-,-,-,-,-,-,-,-,SLOP,S,OP,-,-,168.089,11,-4.83,8.98
85,13,Engram et al. 2020,KUHN ,2020,USA,E6,-,68.644,-149.443,CB,C,GP,M,-,0.0116,2.6,Icefree,"2004, 2007, 2010(noData)",March,E,-,-,-,BT,W ,-,-,-,-,-,-,24.13,1.400192489,-,-,-,-,-,-,-,-,SLOP,S,OP,-,-,147.133,11,-4.83,8.98
86,13,Engram et al. 2020,KUHN ,2020,USA,NE1,1,68.644,-149.59,CB,C,GP,M,-,0.0128,1.1,Icefree,2004,April,E,-,-,-,BT,W ,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,SLOP,S,OP,-,-,168.089,11,-4.83,8.98
87,13,Engram et al. 2020,KUHN ,2020,USA,E5,1,68.643,-149.458,CB,C,GP,M,-,0.0909,11.9,Icefree,"2004, 2007, 2010",May,E,-,-,-,BT,W ,-,-,-,-,-,-,1.9,0.462397998,-,-,-,-,-,-,-,-,SLOP,S,OP,-,-,147.133,11,-8.38,7.37
88,13,Engram et al. 2020,KUHN ,2020,USA,N3,-,68.642,-149.632,CB,C,GP,M,-,0.0062,5.3,Icefree,2004,June,E,-,-,-,BT,W ,-,-,-,-,-,-,23.18,1.383456297,-,-,-,-,-,-,-,-,SLOP,S,OP,-,-,168.089,11,-8.38,7.37
89,13,Engram et al. 2020,KUHN ,2020,USA,N2,-,68.641,-149.627,CB,C,GP,M,-,0.0101,10,Icefree,2004,July,E,-,-,-,BT,W ,-,-,-,-,-,-,4.77,0.761175813,-,-,-,-,-,-,-,-,SLOP,S,OP,-,-,168.089,11,-8.38,7.37
90,13,Engram et al. 2020,KUHN ,2020,USA,E1,1,68.626,-149.558,CB,C,GP,M,-,0.0247,6.4,Icefree,"2004, 2010",September,E,-,-,-,BT,W ,-,-,-,-,-,-,13.27,1.154423973,-,-,-,-,-,-,-,-,SLOP,S,OP,-,-,168.089,11,-8.38,7.37
91,13,Engram et al. 2020,KUHN ,2020,USA,Duece,-,64.864,-147.941,CB,C,T,Y,-,0.0207,6,Icefree,"2007, 2009",October,E,-,-,-,BT,W ,-,2,61,61,-,-,110.04,2.045479453,-,-,-,-,-,-,-,-,SLY,S,Y,13.87,-,281.827,6,-8.38,7.37
92,13,Engram et al. 2020,KUHN ,2020,USA,Ace,-,64.861,-147.934,CB,C,T,Y,-,0.0626,7,Icefree,"2007, 2010",November,E,-,-,-,BT,W ,-,2,61,61,-,-,111.04,2.0493731,-,-,-,-,-,-,-,-,SLY,S,Y,3.936666667,-,281.827,6,-8.38,7.37
93,13,Engram et al. 2020,KUHN ,2020,USA,Cranberry,1,64.936,-147.821,CB,C,T,Y,-,0.0057,8,Icefree,"2007, 2011",December,E,-,-,-,BT,W ,-,2,61,61,-,-,112.04,2.053232149,-,-,-,-,-,-,-,-,SLY,S,Y,3.936666667,-,281.827,6,-8.38,7.37
94,13,Engram et al. 2020,KUHN ,2020,USA,Goldstream,-,64.936,-147.821,CB,C,T,Y,-,0.0069,9,Icefree,"2007, 2012",January,E,-,-,-,BT,W ,-,2,61,61,-,-,113.04,2.057057209,-,-,-,-,-,-,-,-,SLY,S,Y,3.936666667,-,281.827,6,-8.38,7.37
95,13,Engram et al. 2020,KUHN ,2020,USA,Killarney,1,64.87,-147.902,CB,C,T,Y,-,0.0061,10,Icefree,"2007, 2013",February,E,-,-,-,BT,W ,-,2,61,61,-,-,114.04,2.060848873,-,-,-,-,-,-,-,-,SLY,S,Y,15.205,-,281.827,6,-8.38,7.37
96,13,Engram et al. 2020,KUHN ,2020,USA,Smith,1,64.865,-147.864,CB,C,T,Y,-,0.0936,11,Icefree,"2007, 2014",March,E,-,-,-,BT,W ,-,2,61,61,-,-,115.04,2.06460772,-,-,-,-,-,-,-,-,SLY,S,Y,9.68,-,281.827,6,-9.38,4.92
97,13,Engram et al. 2020,KUHN ,2020,USA,DougnutLake ,-,64.899,-147.909,CB,C,T,Y,-,0.0268,2.2,Icefree,2014,May,E,-,-,-,BT,W ,-,2,61,61,-,-,73.29,1.870930358,-,-,-,-,-,-,-,-,SLY,S,Y,15.205,-,281.827,6,-9.38,4.92
98,13,Engram et al. 2020,KUHN ,2020,USA,GooseLake,1,64.913,-147.847,CB,C,T,Y,-,0.0277,4.3,Icefree,2014,June,E,-,-,-,BT,W ,-,2,61,61,-,-,50.91,1.715251029,-,-,-,-,-,-,-,-,SLY,S,Y,11.045,-,281.827,6,-9.38,4.92
99,13,Engram et al. 2020,KUHN ,2020,USA,OctopusNorth,1,64.908,-147.861,CB,C,T,Y,-,0.0138,3.1,Icefree,2014,July,E,-,-,-,BT,W ,-,2,61,61,-,-,113.79,2.059904056,-,-,-,-,-,-,-,-,SLY,S,Y,5.73,-,281.827,6,-9.38,4.92
100,13,Engram et al. 2020,KUHN ,2020,USA,OctopusSouth,1,64.908,-147.861,CB,C,T,Y,-,0.008,3.3,Icefree,2014,August,E,-,-,-,BT,W ,-,1,1,-,-,-,266.78,2.427778137,-,-,-,-,-,-,-,-,SLY,S,Y,4.85,-,281.827,6,-9.38,4.92
101,13,Engram et al. 2020,KUHN ,2020,USA,LittleOctopus,1,64.907,-147.859,CB,C,T,Y,-,0.0082,-,Icefree,2014,September,E,-,-,-,BT,W ,-,2,1,-,-,-,243.53,2.388332148,-,-,-,-,-,-,-,-,SLY,S,Y,4.85,-,281.827,6,-9.38,4.92
102,13,Engram et al. 2020,KUHN ,2020,USA,Flag,1,64.913,-147.857,CB,C,T,Y,-,0.0048,3.5,Icefree,2015,October,E,-,-,-,BT,W ,-,1,1,-,-,-,2.35,0.525044807,-,-,-,-,-,-,-,-,SLY,S,Y,4.85,-,281.827,6,-9.38,4.92
103,13,Engram et al. 2020,KUHN ,2020,USA,CockerGap,1,66.562,-164.451,AT,C,T,Y,-,0.0161,5.4,Icefree,2008,December,E,-,-,-,BT,W,-,1,1,-,-,-,71.67,1.86135516,-,-,-,-,-,-,-,-,SLY,S,Y,4.85,-,284.493,11,-10.45,3.58
104,13,Engram et al. 2020,KUHN ,2020,USA,FoxDen,1,66.559,-164.456,AT,C,T,Y,-,0.0092,2.4,Icefree,2008,January,E,-,-,-,BT,W,-,2,1,-,-,-,77.73,1.896140251,-,-,-,-,-,-,-,-,SLY,S,Y,4.85,-,284.493,11,-10.45,3.58
